Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4577493723,psumav (17/20),0,366.75,C Jonas Valanciunas F Bobby Portis G Shai Gilgeous-Alexander PF Naz Reid PG Tyler Herro SF Amen Thompson SG Gary Trent Jr. UTIL Ivica Zubac,,Bobby Portis,PF,77.39%,46.25
2,4577595994,papaaj1 (19/20),0,363.25,C Jonas Valanciunas F Bobby Portis G Ryan Rollins PF OG Anunoby PG Tyler Herro SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Ryan Rollins,PG,63.99%,21.75
3,4577526514,jlowery73 (10/20),0,362.25,C Jonas Valanciunas F Amen Thompson G Jordan Clarkson PF Bobby Portis PG Ryan Rollins SF Norman Powell SG Tyler Herro UTIL Shai Gilgeous-Alexander,,Tyler Herro,SG,35.34%,49.5
3,4577546535,seminolefs (7/20),0,362.25,C Bobby Portis F Evan Mobley G Ryan Rollins PF Lauri Markkanen PG Shai Gilgeous-Alexander SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Jonas Valanciunas,UTIL,33.42%,42
5,4577041211,ayt1688 (15/20),0,361.75,C Jonas Valanciunas F Naz Reid G Ryan Rollins PF Evan Mobley PG Shai Gilgeous-Alexander SF OG Anunoby SG Tyler Herro UTIL Bobby Portis,,Amen Thompson,SF,28.41%,46.75
6,4577624527,rrod133 (13/20),0,361.25,C Jonas Valanciunas F Bobby Portis G Shai Gilgeous-Alexander PF Lauri Markkanen PG Tyler Herro SF Amen Thompson SG Jordan Clarkson UTIL Ryan Rollins,,Khris Middleton,SF,22.42%,36.25
7,4577043374,lozingitall (6/20),0,359.25,C Walker Kessler F Bobby Portis G Tyler Herro PF Micah Potter PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Amen Thompson UTIL Jonas Valanciunas,,LaMelo Ball,PG,21.35%,45.75
8,4577505771,floydian80 (19/20),0,358.5,C Nikola Jovic F Evan Mobley G Shai Gilgeous-Alexander PF Lauri Markkanen PG Kevin Porter Jr. SF Amen Thompson SG Jordan Clarkson UTIL Bobby Portis,,Lauri Markkanen,UTIL,20.47%,38.75
9,4577656929,RustyJonesNH (4/20),0,358,C Jonas Valanciunas F Norman Powell G Gary Trent Jr. PF Bobby Portis PG Shai Gilgeous-Alexander SF Cam Whitmore SG Tyler Herro UTIL Ivica Zubac,,Joel Embiid,C,20.27%,17.75
10,4577313432,reem_geez (6/20),0,357.5,C Victor Wembanyama F Jabari Smith Jr. G Ryan Rollins PF Bobby Portis PG Shai Gilgeous-Alexander SF Cam Whitmore SG Amen Thompson UTIL Jonas Valanciunas,,Jaime Jaquez Jr.,PF,17.35%,14.75
11,4577624825,billythekidcowboyshe (1/2),0,357.25,C Jonas Valanciunas F Bobby Portis G Tyler Herro PF Lauri Markkanen PG Donovan Mitchell SF Cam Whitmore SG Sam Merrill UTIL Shai Gilgeous-Alexander,,Shai Gilgeous-Alexander,PG,15.97%,68.75
11,4577624926,billythekidcowboyshe (2/2),0,357.25,C Jonas Valanciunas F Bobby Portis G Tyler Herro PF Lauri Markkanen PG Donovan Mitchell SF Cam Whitmore SG Sam Merrill UTIL Shai Gilgeous-Alexander,,Coby White,SG,14.45%,18.5
13,4577284074,Willmatic (14/20),0,356,C Jonas Valanciunas F Bobby Portis G Collin Sexton PF Naz Reid PG Darius Garland SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Norman Powell,F,14.40%,39.75
14,4577308738,Shaikh302 (3/20),0,355.5,C Karl-Anthony Towns F Bobby Portis G Shai Gilgeous-Alexander PF Micah Potter PG Kevin Porter Jr. SF Khris Middleton SG Jordan Clarkson UTIL Jonas Valanciunas,,Anthony Edwards,SG,13.53%,31.5
15,4577427312,kngof9ex (15/20),0,354.5,C Walker Kessler F Bobby Portis G Svi Mykhailiuk PF Evan Mobley PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Jordan Clarkson UTIL Jonas Valanciunas,,Jalen Williams,UTIL,12.37%,32.75
16,4577093668,Ronald90 (19/20),0,353.5,C Victor Wembanyama F Bobby Portis G Shai Gilgeous-Alexander PF Precious Achiuwa PG Ryan Rollins SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Karl-Anthony Towns,C,12.14%,57.5
16,4577228565,Seducer (18/20),0,353.5,C Victor Wembanyama F Bobby Portis G Ryan Rollins PF Precious Achiuwa PG Shai Gilgeous-Alexander SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Brook Lopez,C,11.47%,26.5
16,4577553290,LinkSinc (1/20),0,353.5,C Jonas Valanciunas F Bobby Portis G James Harden PF Evan Mobley PG Shai Gilgeous-Alexander SF Cam Whitmore SG Amen Thompson UTIL Ryan Rollins,,Isaiah Hartenstein,UTIL,10.72%,39.75
19,4577093652,Ronald90 (3/20),0,353,C Walker Kessler F Gary Trent Jr. G Shai Gilgeous-Alexander PF Bobby Portis PG Collin Sexton SF Amen Thompson SG Tyler Herro UTIL Jonas Valanciunas,,Gary Trent Jr.,SF,10.50%,23
19,4577389932,Ace115 (12/20),0,353,C Naz Reid F Bobby Portis G James Harden PF Nikola Jovic PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Jordan Clarkson UTIL Jonas Valanciunas,,Naz Reid,PF,10.49%,34.25
19,4577595980,papaaj1 (5/20),0,353,C Jonas Valanciunas F Khris Middleton G Jordan Clarkson PF Bobby Portis PG Shai Gilgeous-Alexander SF Amen Thompson SG Donovan Mitchell UTIL Ryan Rollins,,Zach LaVine,SG,9.84%,27
19,4577702774,flawsom (7/20),0,353,C Jonas Valanciunas F Khris Middleton G Tyler Herro PF Evan Mobley PG Collin Sexton SF Svi Mykhailiuk SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,James Harden,G,9.83%,45
23,4577546541,seminolefs (13/20),0,352.75,C Jonas Valanciunas F Bobby Portis G Ryan Rollins PF Evan Mobley PG Collin Sexton SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Collin Sexton,PG,9.63%,37.25
24,4577025626,dodgerplayer89 (16/20),0,352.5,C Jonas Valanciunas F Bobby Portis G James Harden PF Cam Whitmore PG Shai Gilgeous-Alexander SF Amen Thompson SG Tyler Herro UTIL Ryan Rollins,,Kyshawn George,F,9.16%,22.25
25,4577327479,tigervol23 (1/14),0,352.25,C Victor Wembanyama F Bobby Portis G Shai Gilgeous-Alexander PF Micah Potter PG Ryan Rollins SF OG Anunoby SG Collin Sexton UTIL Jonas Valanciunas,,Luka Doncic,G,8.83%,47.25
26,4577072814,tajtrivedi (5/20),0,352,C Jonas Valanciunas F Evan Mobley G Ryan Rollins PF Bobby Portis PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Collin Sexton UTIL Amen Thompson,,Jaden McDaniels,F,8.65%,12.5
26,4577072829,tajtrivedi (20/20),0,352,C Jonas Valanciunas F Evan Mobley G Ryan Rollins PF Bobby Portis PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Collin Sexton UTIL Amen Thompson,,Bam Adebayo,C,8.59%,43.25
26,4577684520,yankees3132 (7/20),0,352,C Jonas Valanciunas F Bobby Portis G Collin Sexton PF Micah Potter PG Donovan Mitchell SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Larry Nance Jr.,F,8.30%,25
29,4577082160,jasonbs8307,0,351.75,C Bobby Portis F Khris Middleton G Shai Gilgeous-Alexander PF Evan Mobley PG Ryan Rollins SF Lauri Markkanen SG Jordan Clarkson UTIL Jonas Valanciunas,,Jordan Clarkson,SG,7.34%,47.5
29,4577150193,marniblitz (15/20),0,351.75,C Jonas Valanciunas F Bobby Portis G Khris Middleton PF Evan Mobley PG Ryan Rollins SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Evan Mobley,PF,7.30%,50.5
31,4577337539,Cliffx (3/4),0,351.25,C Bam Adebayo F Bobby Portis G Fred VanVleet PF Evan Mobley PG Collin Sexton SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Alperen Sengun,C,7.17%,34
32,4577219933,LatinaKitten (17/20),0,351,C Karl-Anthony Towns F Norman Powell G Ryan Rollins PF Bobby Portis PG Tyler Herro SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Donovan Mitchell,SG,6.80%,43.75
32,4577484309,misterpost (12/20),0,351,C Karl-Anthony Towns F Norman Powell G Ryan Rollins PF Bobby Portis PG Tyler Herro SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Jabari Smith Jr.,F,6.12%,39.75
32,4577486619,caldwellinc,0,351,C Karl-Anthony Towns F Norman Powell G Jordan Clarkson PF Bobby Portis PG Ryan Rollins SF Amen Thompson SG Tyler Herro UTIL Jonas Valanciunas,,Victor Wembanyama,UTIL,5.84%,59.75
32,4577562521,wtenda,0,351,C Jonas Valanciunas F Amen Thompson G Ryan Rollins PF Bobby Portis PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Collin Sexton UTIL Tyler Herro,,Micah Potter,PF,5.24%,27.75
32,4577649415,docrx89 (7/20),0,351,C Jonas Valanciunas F Jabari Smith Jr. G Tyler Herro PF Bobby Portis PG Ryan Rollins SF Khris Middleton SG Amen Thompson UTIL Shai Gilgeous-Alexander,,Jalen Green,SG,5.16%,10
37,4577005836,Jakkoe (6/20),0,350.75,C Jonas Valanciunas F Khris Middleton G Ryan Rollins PF Bobby Portis PG Tyler Herro SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Devin Vassell,F,4.97%,26.75
37,4577074619,DeadRed6 (1/2),0,350.75,C Jonas Valanciunas F Khris Middleton G Ryan Rollins PF Bobby Portis PG Tyler Herro SF Lauri Markkanen SG Jordan Clarkson UTIL Shai Gilgeous-Alexander,,Ben Simmons,PG,4.78%,21.5
37,4577119678,bglover14 (5/20),0,350.75,C Walker Kessler F Bobby Portis G Ryan Rollins PF Julius Randle PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Jordan Clarkson UTIL Jonas Valanciunas,,OG Anunoby,SF,4.57%,48.75
37,4577170474,thugologist (9/20),0,350.75,C Walker Kessler F Bobby Portis G Ryan Rollins PF Julius Randle PG Shai Gilgeous-Alexander SF Lauri Markkanen SG Jordan Clarkson UTIL Jonas Valanciunas,,Cameron Johnson,SF,4.54%,28.25
37,4577546543,seminolefs (15/20),0,350.75,C Victor Wembanyama F Bobby Portis G Khris Middleton PF Evan Mobley PG Ryan Rollins SF Amen Thompson SG Jordan Clarkson UTIL Jonas Valanciunas,,Dru Smith,G,4.50%,1.75
42,4577025624,dodgerplayer89 (14/20),0,350.25,C Jonas Valanciunas F Bobby Portis G James Harden PF Micah Potter PG Shai Gilgeous-Alexander SF OG Anunoby SG Tyler Herro UTIL Kyshawn George,,Walker Kessler,UTIL,4.27%,39.5
