Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Nikola Jokic,C,DEN,38.00,12100,64.12,15.80,20.00,68.00
Domantas Sabonis,C,SAC,36.00,9600,52.38,13.70,16.12,50.20
Scottie Barnes,PG/SF,TOR,35.00,9500,48.17,11.40,14.47,48.40
RJ Barrett,PG/SF,TOR,0.00,9200,0.00,0.00,0.00,0.00
Alperen Sengun,C,HOU,34.00,8900,50.67,21.30,17.57,49.10
Zion Williamson,PF,NOP,0.00,8700,0.00,0.00,0.00,0.00
De'Aaron Fox,PG,SAC,36.00,8400,44.04,19.60,12.68,44.70
Tyrese Haliburton,PG,IND,36.00,8300,42.45,10.80,11.06,41.10
Dejounte Murray,PG,NOP,37.00,8200,48.27,12.70,12.58,39.10
Brandon Ingram,PG,NOP,0.00,8100,0.00,0.00,0.00,0.00
Pascal Siakam,PF,IND,36.00,7700,39.71,12.30,10.66,37.90
Jakob Poeltl,C,TOR,0.00,7500,0.00,0.00,0.00,0.00
DeMar DeRozan,SF/PF,SAC,35.00,7300,35.19,23.00,10.04,36.20
Jamal Murray,PG/SG,DEN,36.00,7200,38.81,38.60,10.25,37.00
Malik Monk,PG/SG,SAC,35.00,7000,36.97,27.70,9.88,36.50
Fred VanVleet,PG,HOU,37.00,6900,39.34,20.10,9.29,35.10
CJ McCollum,PG/SG,NOP,37.00,6800,41.99,32.10,10.35,34.80
Bennedict Mathurin,SG/SF,IND,32.00,6700,28.78,6.50,8.78,34.10
Michael Porter Jr.,SF/PF,DEN,36.00,6600,34.90,27.20,8.71,31.30
Immanuel Quickley,PG,TOR,0.00,6500,0.00,0.00,0.00,0.00
Trey Murphy III,SG/SF,NOP,36.00,6400,37.15,42.90,9.19,34.40
Myles Turner,C,IND,31.00,6300,33.08,14.60,10.73,31.80
Jalen Green,SG,HOU,34.00,6200,36.30,24.70,10.63,33.00
Gradey Dick,SG,TOR,33.00,6100,30.53,4.20,8.72,28.30
Russell Westbrook,PG,DEN,29.00,6000,31.64,6.80,11.41,31.60
Kelly Olynyk,C,TOR,17.00,5900,19.86,15.20,10.88,19.20
Aaron Gordon,PF,DEN,31.00,5800,28.16,11.20,8.92,31.60
Jose Alvarado,PG,NOP,0.00,5700,0.00,0.00,0.00,0.00
Keegan Murray,SF/PF,SAC,36.00,5600,29.77,19.20,6.67,27.90
Amen Thompson,SG/SF,HOU,26.00,5500,28.38,48.30,11.62,30.40
Yves Missi,C,NOP,30.00,5400,29.78,28.70,9.97,28.10
Jabari Smith Jr.,PF/C,HOU,35.00,5300,31.24,45.80,7.62,28.50
Christian Braun,SG/SF,DEN,33.00,5200,25.51,15.00,6.94,26.50
Ochai Agbaji,PF,TOR,33.00,5100,24.28,0.90,6.18,24.20
Herbert Jones,SF/PF,NOP,37.00,5000,31.37,47.30,6.56,17.70
Keon Ellis,PG/SG,SAC,19.00,4900,14.21,1.10,6.30,12.10
Tari Eason,SF/PF,HOU,0.00,4800,0.00,0.00,0.00,0.00
Jonathan Mogbo,PF/C,TOR,28.00,4800,26.24,18.60,9.20,25.70
T.J. McConnell,PG,IND,17.00,4700,20.26,13.10,11.44,23.40
Obi Toppin,PF/C,IND,18.00,4600,18.36,14.60,9.33,18.10
Kevin Huerter,SG/SF,SAC,25.00,4600,20.22,3.80,7.51,17.80
Bruce Brown,SG/SF,TOR,0.00,4500,0.00,0.00,0.00,0.00
Dillon Brooks,SF,HOU,34.00,4500,27.27,35.30,6.85,22.80
Brandon Boston Jr.,PG/SF,NOP,15.00,4500,14.14,0.20,7.63,17.70
Ja'Kobe Walter,SG/SF,TOR,24.00,4400,19.37,0.60,7.63,20.70
Trey Lyles,PF/C,SAC,14.00,4400,10.89,1.90,5.68,11.80
Andrew Nembhard,PG/SG,IND,33.00,4300,27.86,58.10,7.67,20.30
Jordan Hawkins,PG/SG,NOP,19.00,4200,16.28,1.30,7.61,14.90
Julian Strawther,SG/SF,DEN,12.00,4100,8.75,0.20,4.86,12.00
Bruno Fernando,C,TOR,0.00,4000,0.00,0.00,0.00,7.10
Davion Mitchell,PG/SG,TOR,24.00,4000,17.24,1.90,6.50,15.10
Aaron Nesmith,SF/PF,IND,0.00,4000,0.00,0.00,0.00,0.00
Peyton Watson,PF,DEN,17.00,3900,12.73,0.60,6.23,12.80
Ben Sheppard,SG/SF,IND,18.00,3800,11.38,0.00,5.08,10.10
Chris Boucher,PF,TOR,20.00,3700,23.30,1.10,11.64,20.00
Jamal Shead,PG,TOR,12.00,3600,9.98,0.00,5.61,10.20
Jamison Battle,SF,TOR,14.00,3500,10.92,0.00,5.69,12.60
Jarace Walker,SF/PF,IND,12.00,3400,9.66,0.00,5.35,7.70
Jeremiah Robinson-Earl,PF/C,NOP,0.00,3400,0.00,0.20,0.00,5.10
Aaron Holiday,PG,HOU,15.00,3300,12.03,0.40,6.19,8.50
Doug McDermott,SG,SAC,0.00,3300,0.00,0.00,0.00,0.00
Reed Sheppard,PG/SG,HOU,15.00,3200,11.68,1.70,5.95,10.00
Javonte Green,SF/PF,NOP,17.00,3200,13.15,7.00,6.31,10.30
DeAndre Jordan,C,DEN,8.00,3200,7.18,0.00,4.55,6.70
Steven Adams,C,HOU,10.00,3100,9.66,1.10,5.91,7.40
Daniel Theis,C,NOP,12.00,3100,10.41,0.40,5.83,9.70
Hunter Tyson,SF/PF,DEN,0.00,3100,0.00,0.00,0.00,2.00
Garrett Temple,SG,TOR,0.00,3000,0.00,0.00,0.00,1.00
AJ Lawson,PG,TOR,0.00,3000,0.00,0.00,0.00,0.00
