Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Luka Doncic,PG,DAL,37.0,11500,52.89,7.80,15.62,56.9
Victor Wembanyama,C,SAS,33.0,10800,52.11,3.20,18.89,52.7
Anthony Davis,C,LAL,35.0,10700,55.17,19.20,19.22,59.4
Karl-Anthony Towns,C,NYK,34.0,10000,46.35,5.30,15.77,53.7
Jayson Tatum,SF/PF,BOS,36.0,9900,51.32,26.40,15.75,51.8
LeBron James,PF,LAL,33.0,9800,49.17,14.10,17.41,48.9
Devin Booker,PG/SG,PHX,36.0,9700,47.98,4.60,14.21,41.7
Franz Wagner,PF,ORL,0.0,9600,0.00,0.00,0.00,0.0
Stephen Curry,PG,GSW,32.0,9500,42.43,1.10,14.58,47.5
Paolo Banchero,PF,ORL,0.0,9400,0.00,0.00,0.00,0.0
Anthony Edwards,PG/SG,MIN,37.0,9300,45.59,7.20,12.32,43.7
Ja Morant,PG,MEM,29.0,8800,40.21,6.10,16.71,49.1
Kevin Durant,PF/C,PHX,37.0,8700,48.28,15.80,13.38,40.9
Jaylen Brown,SG/SF,BOS,36.0,8500,41.97,10.30,11.74,39.8
Jalen Brunson,PG,NYK,35.0,8400,40.62,6.10,12.54,44.1
Kyrie Irving,PG/SG,DAL,36.0,8200,38.75,21.50,10.44,44.8
Bradley Beal,SG/SF,PHX,0.0,7900,0.00,0.00,0.00,0.0
Julius Randle,PF/C,MIN,35.0,7800,39.75,10.40,11.75,36.5
Kristaps Porzingis,C,BOS,32.0,7500,39.73,12.00,13.39,35.8
Jalen Suggs,PG,ORL,33.0,7400,38.81,16.50,11.95,37.2
Jaren Jackson Jr.,PF/C,MEM,29.0,7300,35.33,10.60,13.72,39.2
Jordan Poole,PG/SG,WAS,34.0,7200,38.48,15.00,11.27,36.4
Deandre Ayton,C,POR,0.0,7100,0.00,0.00,0.00,0.0
Josh Hart,SF/PF,NYK,37.0,7000,33.39,0.80,7.50,37.7
Anfernee Simons,PG,POR,31.0,6900,32.75,3.20,10.82,29.9
Derrick White,PG/SG,BOS,36.0,6800,35.31,25.10,8.31,35.8
Chris Paul,PG,SAS,29.0,6800,28.53,0.60,9.76,33.4
Rudy Gobert,C,MIN,37.0,6700,36.09,12.00,8.50,33.1
Desmond Bane,SG/SF,MEM,29.0,6700,30.89,13.50,11.05,33.8
PJ Washington,PF,DAL,34.0,6700,29.68,1.30,7.80,35.0
Kyle Kuzma,PF,WAS,0.0,6600,0.00,0.00,0.00,0.0
Andrew Wiggins,SF/PF,GSW,32.0,6600,31.42,2.10,9.70,32.3
Jeremy Sochan,PF,SAS,30.0,6500,28.91,0.00,9.92,28.7
Draymond Green,PF/C,GSW,29.0,6400,29.50,9.10,9.91,31.3
Jusuf Nurkic,C,PHX,27.0,6300,30.85,3.00,11.96,27.4
Tyus Jones,PG,PHX,31.0,6200,30.58,3.00,9.28,27.4
OG Anunoby,SF/PF,NYK,37.0,6200,32.12,11.60,7.22,32.6
Austin Reaves,PG/SG,LAL,32.0,6100,32.94,14.60,10.16,31.1
Jerami Grant,PF,POR,32.0,6000,29.23,4.90,8.67,28.3
