PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Killian Hayes (37819199),Malik Beasley (37819163),Ausar Thompson (37819144),Santi Aldama (37819116),Alperen Sengun (37819001),Brandin Podziemski (37819081),Giannis Antetokounmpo (37818975),Moses Brown (37819161),267.35,273.55,367.52000000000004,50000,0.11%,5.07%,467.1%,42.55%,209.11,$18.7,DET 2,BKN 1,generated,1
Killian Hayes (37819199),Brandin Podziemski (37819081),Cameron Johnson (37819066),Santi Aldama (37819116),Jalen Duren (37819057),Ja Morant (37819012),Keldon Johnson (37819184),Alperen Sengun (37819001),267.56,272.19,363.77,49900,0.08%,4.74%,366.6%,42.74%,204.7,$14.7,BKN 2,MEM 2,generated,1
Killian Hayes (37819199),Keon Ellis (37819232),Cameron Johnson (37819066),Jimmy Butler (37819034),Isaiah Stewart (37819354),Quentin Grimes (37819127),Giannis Antetokounmpo (37818975),Alperen Sengun (37819001),267.34,267.75,360.87,49800,0.08%,4.66%,359.0%,43.17%,171.28,$14.4,BKN 2,SAC 1,generated,1
Keon Ellis (37819232),Desmond Bane (37819024),Keldon Johnson (37819184),Maxwell Lewis (37819541),Nic Claxton (37819087),Quentin Grimes (37819127),Giannis Antetokounmpo (37818975),Alperen Sengun (37819001),262.45,265.53,356.0,50000,0.09%,3.78%,354.6%,37.12%,157.0,$14.2,BKN 2,SAC 1,generated,1
Keon Johnson (37819148),Brandin Podziemski (37819081),Keldon Johnson (37819184),Santi Aldama (37819116),Alperen Sengun (37819001),Stephen Curry (37818995),Kyle Kuzma (37819059),Moses Brown (37819161),265.76,268.61,359.66,49900,0.07%,4.52%,348.2%,40.7%,178.39,$13.9,GSW 2,BKN 1,generated,1
Killian Hayes (37819199),Devin Vassell (37819093),Cameron Johnson (37819066),Santi Aldama (37819116),Jalen Duren (37819057),Desmond Bane (37819024),Giannis Antetokounmpo (37818975),Quinten Post (37819285),265.88,272.90999999999997,361.7,50000,0.08%,3.95%,340.5%,40.56%,194.53000000000003,$13.6,BKN 2,MEM 2,generated,1
Killian Hayes (37819199),Quentin Grimes (37819127),Maxwell Lewis (37819541),Jimmy Butler (37819034),Jalen Duren (37819057),Stephen Curry (37818995),Giannis Antetokounmpo (37818975),Jonas Valanciunas (37819283),263.67,262.53000000000003,360.17,49700,0.08%,3.95%,335.8%,38.7%,174.09000000000003,$13.4,BKN 2,GSW 2,generated,1
Keon Johnson (37819148),Devin Vassell (37819093),Ausar Thompson (37819144),Cameron Johnson (37819066),Zach Edey (37819197),Stephen Curry (37818995),Giannis Antetokounmpo (37818975),Quinten Post (37819285),261.65999999999997,261.1,359.26,49800,0.08%,3.74%,333.7%,35.7%,129.82,$13.3,BKN 2,GSW 2,generated,1
Killian Hayes (37819199),Brandin Podziemski (37819081),Ausar Thompson (37819144),Jaren Jackson Jr. (37819020),Jalen Duren (37819057),Kelly Oubre Jr. (37819076),Giannis Antetokounmpo (37818975),Quinten Post (37819285),271.23,272.67,367.46000000000004,49900,0.05%,5.12%,331.8%,47.37%,208.81,$13.3,GSW 2,DET 2,generated,1
Killian Hayes (37819199),Luke Kennard (37819236),Vince Williams Jr. (37819223),Tari Eason (37819106),Jalen Duren (37819057),Brandin Podziemski (37819081),Giannis Antetokounmpo (37818975),Alperen Sengun (37819001),261.59,266.51,360.83000000000004,49900,0.08%,3.6%,330.4%,36.46%,191.22,$13.2,MEM 2,HOU 2,generated,1
