PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Killian Hayes (37819199),Stephon Castle (37819089),Ausar Thompson (37819144),Santi Aldama (37819116),Zach Edey (37819197),Quentin Grimes (37819127),Giannis Antetokounmpo (37818975),Alperen Sengun (37819001),272.17,274.34000000000003,370.98,49900,0.13%,5.69%,542.8%,44.51%,189.04,$21.7,MEM 2,BKN 1,generated,1
Ja Morant (37819012),Keon Ellis (37819232),Cameron Johnson (37819066),Ausar Thompson (37819144),Jalen Duren (37819057),Brandin Podziemski (37819081),Santi Aldama (37819116),Alperen Sengun (37819001),272.18,272.76,368.0,50000,0.11%,5.34%,495.8%,44.16%,176.04000000000002,$19.8,MEM 2,DET 2,generated,1
Stephen Curry (37818995),Quentin Grimes (37819127),Gregory Jackson (37819336),Santi Aldama (37819116),Alperen Sengun (37819001),Brandin Podziemski (37819081),Jimmy Butler (37819034),Moses Brown (37819161),273.88,274.87,368.84,49900,0.11%,5.58%,476.2%,46.06%,187.76,$19.0,GSW 3,MEM 2,generated,1
Killian Hayes (37819199),Malik Beasley (37819163),Ausar Thompson (37819144),Maxwell Lewis (37819541),Alperen Sengun (37819001),Stephen Curry (37818995),Giannis Antetokounmpo (37818975),Zach Edey (37819197),267.43,267.05,367.05,50000,0.11%,4.67%,469.9%,38.67%,167.04,$18.8,BKN 2,DET 2,generated,1
Killian Hayes (37819199),Desmond Bane (37819024),Ausar Thompson (37819144),Santi Aldama (37819116),Quinten Post (37819285),Ja Morant (37819012),Giannis Antetokounmpo (37818975),Moses Brown (37819161),273.65,278.71,371.91,50000,0.09%,5.11%,410.7%,45.87%,199.47,$16.4,MEM 3,BKN 1,generated,1
Keon Ellis (37819232),Stephon Castle (37819089),Gregory Jackson (37819336),Jaren Jackson Jr. (37819020),Alperen Sengun (37819001),Brandin Podziemski (37819081),Giannis Antetokounmpo (37818975),Kevon Looney (37819298),268.49,270.55,368.52,50000,0.08%,4.2%,372.2%,39.55%,171.67000000000002,$14.9,MEM 2,GSW 2,generated,1
Killian Hayes (37819199),Keon Ellis (37819232),Keldon Johnson (37819184),Jaren Jackson Jr. (37819020),Jalen Duren (37819057),Stephen Curry (37818995),Naji Marshall (37819135),Alperen Sengun (37819001),269.68,270.0,363.93000000000006,49900,0.07%,4.44%,352.9%,40.94%,182.25,$14.1,BKN 1,SAC 1,generated,1
Killian Hayes (37819199),Stephon Castle (37819089),Gregory Jackson (37819336),Paul George (37819038),Jalen Duren (37819057),Ja Morant (37819012),Giannis Antetokounmpo (37818975),Quinten Post (37819285),269.69,272.36,367.78999999999996,49800,0.07%,4.43%,342.3%,40.91%,178.84,$13.7,MEM 2,BKN 1,generated,1
Stephon Castle (37819089),Malik Beasley (37819163),Ausar Thompson (37819144),Santi Aldama (37819116),Jalen Duren (37819057),Brandin Podziemski (37819081),Jaren Jackson Jr. (37819020),Alperen Sengun (37819001),270.40999999999997,272.41999999999996,367.90999999999997,50000,0.06%,4.4%,323.8%,41.48%,182.46,$13.0,DET 3,MEM 2,generated,1
Killian Hayes (37819199),Desmond Bane (37819024),Keldon Johnson (37819184),Gregory Jackson (37819336),Zach Edey (37819197),Stephon Castle (37819089),Giannis Antetokounmpo (37818975),Alperen Sengun (37819001),271.19,274.49,370.15,49700,0.07%,4.62%,322.7%,42.99%,189.21999999999997,$12.9,MEM 3,SAS 2,generated,1
