PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Jalen Brunson (37338088),Stephon Castle (37338477),Josh Hart (37338127),OG Anunoby (37338270),Jeremiah Robinson-Earl (37338708),Cody Martin (37338468),Paul George (37338105),Dejounte Murray (37338096),297.90437499999996,325.8941611077426,49200,100.00%,10000,149900.0%,10000,107.02000000000001,$5996.0,NYK 3,NOP 2,opp,1,fivehorizons,0,4611288239
Vit Krejci (37338481),Coby White (37338195),Naji Marshall (37338314),Precious Achiuwa (37338518),Onyeka Okongwu (37338359),Jalen Green (37338162),Julius Randle (37338149),Victor Wembanyama (37338018),272.28125,305.29455719603607,49700,100.00%,10000,74900.0%,0,104.87,$2996.0,ATL 2,CHI 1,opp,1,RoyalPain21,2946,4610916109
Josh Giddey (37338141),Anthony Edwards (37338044),Garrison Mathews (37338609),Precious Achiuwa (37338518),Nikola Jokic (37338012),Chris Paul (37338220),Brice Sensabaugh (37338383),Jose Alvarado (37338571),266.94125,301.6689500680991,50000,100.00%,10000,49900.0%,0,91.59,$1996.0,CHI 1,MIN 1,opp,1,RoyalPain21,2947,4610916094
Coby White (37338195),Vit Krejci (37338481),Brice Sensabaugh (37338383),Precious Achiuwa (37338518),Julius Randle (37338149),Jalen Green (37338162),Bogdan Bogdanovic (37338369),Giannis Antetokounmpo (37338014),267.73125,301.80582926401803,49300,100.00%,10000,31150.0%,0,132.85,$1246.0,ATL 2,CHI 1,opp,1,RoyalPain21,2948,4610916107
Josh Giddey (37338141),Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Mark Williams (37338232),Devin Vassell (37338234),Jaren Jackson Jr. (37338053),Paolo Banchero (37338047),269.03125,303.8334475171087,50000,100.00%,10000,24900.0%,0,143.75,$996.0,SAS 2,CHI 1,opp,1,RoyalPain21,2949,4610916122
Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Garrison Mathews (37338609),Precious Achiuwa (37338518),Nikola Jokic (37338012),Amen Thompson (37338122),Jonathan Isaac (37338510),LaMelo Ball (37338029),270.94124999999997,304.80486693646804,49500,100.00%,10000,18650.0%,0,145.37,$746.0,ATL 2,SAS 1,opp,1,RoyalPain21,2950,4610916100
LaMelo Ball (37338029),CJ McCollum (37338156),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Giannis Antetokounmpo (37338014),Stephon Castle (37338477),Garrison Mathews (37338609),Yves Missi (37338327),261.44124999999997,295.73280365421414,49500,100.00%,10000,18650.0%,0,130.05,$746.0,NOP 2,ATL 2,opp,1,RoyalPain21,2951,4610916091
Josh Giddey (37338141),Amen Thompson (37338122),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Daniel Gafford (37338424),Ja Morant (37338082),Keldon Johnson (37338409),Jaren Jackson Jr. (37338053),268.42125,302.68814586203933,49700,100.00%,10000,14900.0%,0,109.19999999999999,$596.0,MEM 2,CHI 1,opp,1,JaserD,2954,4610999390
Fred VanVleet (37338153),Bogdan Bogdanovic (37338369),Brice Sensabaugh (37338383),Precious Achiuwa (37338518),Alperen Sengun (37338065),Jamal Murray (37338169),Quentin Grimes (37338318),Dejounte Murray (37338096),268.44125,300.16042167928333,49400,100.00%,10000,14900.0%,0,100.35000000000001,$596.0,HOU 2,ATL 1,opp,1,RoyalPain21,2953,4610916116
Chris Paul (37338220),Stephon Castle (37338477),Cam Whitmore (37338526),Precious Achiuwa (37338518),Nikola Jokic (37338012),Nickeil Alexander-Walker (37338562),Devin Vassell (37338234),LaMelo Ball (37338029),263.18125000000003,296.9896964597214,49200,100.00%,10000,14900.0%,0,106.06,$596.0,SAS 3,HOU 1,opp,1,RoyalPain21,2952,4610916090
Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Trey Murphy III (37338144),Precious Achiuwa (37338518),Giannis Antetokounmpo (37338014),Anthony Edwards (37338044),Klay Thompson (37338250),Wendell Carter Jr. (37338391),279.78125,314.3489379761989,49900,100.00%,10000,12400.0%,0,128.32,$496.0,ATL 2,NOP 1,opp,1,tomjk321,2957,4611006825
Vit Krejci (37338481),Stephon Castle (37338477),Devin Vassell (37338234),Precious Achiuwa (37338518),Giannis Antetokounmpo (37338014),Ja Morant (37338082),Quentin Grimes (37338318),Russell Westbrook (37338173),272.23125,307.9349088043837,49800,100.00%,10000,12400.0%,0,128.89999999999998,$496.0,SAS 2,ATL 1,opp,1,tomjk321,2956,4611006805
LaMelo Ball (37338029),Stephon Castle (37338477),Nickeil Alexander-Walker (37338562),Precious Achiuwa (37338518),Alperen Sengun (37338065),Russell Westbrook (37338173),Jeremiah Robinson-Earl (37338708),Paolo Banchero (37338047),259.06125000000003,293.06255662224396,49100,100.00%,10000,12400.0%,0,106.96,$496.0,CHA 1,SAS 1,opp,1,tomjk321,2955,4611006795
Dyson Daniels (37338165),Devin Vassell (37338234),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Jonathan Isaac (37338510),Russell Westbrook (37338173),Brice Sensabaugh (37338383),Nikola Jokic (37338012),270.49125000000004,304.58935921473284,49000,100.00%,10000,9900.0%,0,121.56,$396.0,ATL 2,DEN 2,opp,1,rsbathla,2945,4610883047
Stephon Castle (37338477),Dyson Daniels (37338165),Tristan da Silva (37338374),Precious Achiuwa (37338518),Alperen Sengun (37338065),Scotty Pippen Jr. (37338406),Bogdan Bogdanovic (37338369),Nikola Jokic (37338012),259.98125000000005,293.5749198206649,49500,100.00%,10000,9900.0%,0,125.04,$396.0,ATL 2,SAS 1,opp,1,cmuzar,2959,4611006998
Cole Anthony (37338216),Zach LaVine (37338073),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Mark Williams (37338232),Trevelin Queen (37338473),Trey Murphy III (37338144),Alperen Sengun (37338065),256.90125,289.64014204019963,49400,100.00%,10000,9900.0%,0,107.94,$396.0,ORL 2,CHI 1,opp,1,srodriguez34,2958,4611000861
Vit Krejci (37338481),Quentin Grimes (37338318),Brice Sensabaugh (37338383),Precious Achiuwa (37338518),Rudy Gobert (37338268),Stephon Castle (37338477),Giannis Antetokounmpo (37338014),Victor Wembanyama (37338018),278.90125,315.8650451517407,49600,100.00%,10000,7400.0%,0,156.12,$296.0,SAS 2,ATL 1,opp,1,tomjk321,2960,4611006915
Stephen Curry (37338062),Cole Anthony (37338216),Scottie Barnes (37338057),Precious Achiuwa (37338518),Nikola Jokic (37338012),Keaton Wallace (37338930),Cam Whitmore (37338526),Jeremiah Robinson-Earl (37338708),266.437421875,302.17818355726763,49700,100.00%,10000,7400.0%,0,102.69999999999999,$296.0,GSW 1,ORL 1,opp,1,JBCJBCJBC,2962,4611015592
Stephon Castle (37338477),Donte DiVincenzo (37338260),Jayson Tatum (37338023),Precious Achiuwa (37338518),Jeremiah Robinson-Earl (37338708),Coby White (37338195),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),264.9870529513889,301.16497876715334,49000,100.00%,10000,7400.0%,0,132.81,$296.0,SAS 1,MIN 1,opp,1,JBCJBCJBC,2964,4611015607
Keyonte George (37338282),Garrison Mathews (37338609),Naji Marshall (37338314),Precious Achiuwa (37338518),Alperen Sengun (37338065),LaMelo Ball (37338029),Devin Vassell (37338234),CJ McCollum (37338156),266.60125,298.920065758314,49700,100.00%,10000,7400.0%,0,80.89000000000001,$296.0,UTA 1,ATL 1,opp,1,JBCJBCJBC,2963,4611015605
Dyson Daniels (37338165),Vit Krejci (37338481),Devin Vassell (37338234),Precious Achiuwa (37338518),Nikola Jokic (37338012),Bogdan Bogdanovic (37338369),Amen Thompson (37338122),Stephon Castle (37338477),273.89125,305.47221027703796,49500,100.00%,10000,6150.0%,0,158.43,$246.0,ATL 3,SAS 2,opp,1,papagates,2968,4611025992
Chris Paul (37338220),Donte DiVincenzo (37338260),Michael Porter Jr. (37338208),Precious Achiuwa (37338518),Wendell Carter Jr. (37338391),Dejounte Murray (37338096),David Roddy (37338933),Nikola Jokic (37338012),266.20125,299.95883362234844,50000,100.00%,10000,6150.0%,0,83.53,$246.0,DEN 2,SAS 1,opp,1,papagates,2969,4611025936
CJ McCollum (37338156),Jrue Holiday (37338323),Garrison Mathews (37338609),Aaron Gordon (37338356),Giannis Antetokounmpo (37338014),Jordan Hawkins (37338687),Precious Achiuwa (37338518),Victor Wembanyama (37338018),254.2947743055556,290.0726800617654,49900,100.00%,10000,6150.0%,0,71.31,$246.0,NOP 2,BOS 1,opp,1,ctilton23,2965,4611009267
LaMelo Ball (37338029),Vit Krejci (37338481),Devin Vassell (37338234),Precious Achiuwa (37338518),Bobby Portis (37338274),Cole Anthony (37338216),Trey Murphy III (37338144),Russell Westbrook (37338173),256.83125,287.5847270720296,49900,100.00%,10000,6150.0%,0,87.76,$246.0,CHA 1,ATL 1,opp,1,papagates,2967,4611025914
Isaiah Collier (37338329),Klay Thompson (37338250),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Taj Gibson (37338976),Garrison Mathews (37338609),Giannis Antetokounmpo (37338014),Nikola Jokic (37338012),249.47125,286.05766212280656,49400,100.00%,10000,6150.0%,0,101.22,$246.0,ATL 2,UTA 1,opp,1,JBCJBCJBC,2966,4611015535
Keaton Wallace (37338930),Amen Thompson (37338122),Jayson Tatum (37338023),Precious Achiuwa (37338518),Onyeka Okongwu (37338359),CJ McCollum (37338156),Brice Sensabaugh (37338383),Nikola Vucevic (37338099),278.0270529513889,310.22971458565377,49600,100.00%,10000,4900.0%,0,106.17,$196.0,ATL 2,HOU 1,opp,1,beaker913,2974,4611131592
Chris Paul (37338220),Amen Thompson (37338122),Julian Champagnie (37338548),Precious Achiuwa (37338518),Walker Kessler (37338183),Bogdan Bogdanovic (37338369),Devin Vassell (37338234),Victor Wembanyama (37338018),267.69125,299.70088373767106,49600,100.00%,10000,4900.0%,0,97.28999999999999,$196.0,SAS 4,HOU 1,opp,1,tomjk321,2972,4611006917
Dyson Daniels (37338165),Quentin Grimes (37338318),Bogdan Bogdanovic (37338369),Keldon Johnson (37338409),Precious Achiuwa (37338518),Vit Krejci (37338481),Giannis Antetokounmpo (37338014),Paolo Banchero (37338047),258.16125,293.9601026634562,49400,100.00%,10000,4900.0%,0,119.55999999999999,$196.0,ATL 3,DAL 1,opp,1,Slipsitz,2973,4611116122
Stephon Castle (37338477),Garrison Mathews (37338609),Michael Porter Jr. (37338208),Precious Achiuwa (37338518),Victor Wembanyama (37338018),Trey Murphy III (37338144),Bobby Portis (37338274),Desmond Bane (37338134),256.28125,288.626315342643,49100,100.00%,10000,4900.0%,0,102.5,$196.0,SAS 2,ATL 1,opp,1,katandwiggy,2971,4611117233
Ja Morant (37338082),Trey Murphy III (37338144),Garrison Mathews (37338609),Precious Achiuwa (37338518),Jaren Jackson Jr. (37338053),Chris Paul (37338220),Naz Reid (37338300),Cole Anthony (37338216),253.06125000000003,286.0040011301022,49300,100.00%,10000,4900.0%,0,59.43,$196.0,MEM 2,NOP 1,opp,1,lozingitall,2970,4611045834
Keyonte George (37338282),Isaiah Collier (37338329),Nickeil Alexander-Walker (37338562),Precious Achiuwa (37338518),Alperen Sengun (37338065),Dejounte Murray (37338096),Jonathan Isaac (37338510),Victor Wembanyama (37338018),274.39125,309.92456889958845,49900,100.00%,10000,3650.0%,0,82.08000000000001,$146.0,UTA 2,MIN 1,opp,1,papagates,2975,4611025949
LaMelo Ball (37338029),Stephon Castle (37338477),Garrison Mathews (37338609),Precious Achiuwa (37338518),Wendell Carter Jr. (37338391),Dejounte Murray (37338096),Jonathan Isaac (37338510),Giannis Antetokounmpo (37338014),272.46125,308.36162258887225,49300,100.00%,10000,3650.0%,0,129.54,$146.0,ORL 2,CHA 1,opp,1,JBCJBCJBC,2961,4611015581
Stephon Castle (37338477),Trey Murphy III (37338144),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Giannis Antetokounmpo (37338014),Vit Krejci (37338481),Jeremiah Robinson-Earl (37338708),Victor Wembanyama (37338018),271.01125,307.04839683517343,49500,100.00%,10000,3650.0%,0,176.44,$146.0,SAS 2,NOP 2,opp,1,TG5Jaydye,2911,4610727209
