PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Donovan Mitchell (37380269),Caris LeVert (37380450),Georges Niang (37380521),Julius Randle (37380296),Alperen Sengun (37380240),Dennis Schroder (37380374),Jaren Jackson Jr. (37380258),Ty Jerome (37380541),284.98,273.25,382.31,49900,0.12%,5.14%,267.5%,47.56%,196.13,$10.7,CLE 4,MIN 1,generated,1
Ty Jerome (37380541),Dennis Schroder (37380374),Georges Niang (37380521),Jaren Jackson Jr. (37380258),Jalen Duren (37380352),Darius Garland (37380300),Andrew Wiggins (37380318),Karl-Anthony Towns (37380235),276.72999999999996,267.36999999999995,373.49000000000007,49500,0.17%,4.08%,256.4%,37.83%,141.92,$10.3,CLE 3,GSW 2,generated,1
Jalen Brunson (37380252),Max Strus (37380494),Moses Moody (37380529),Julius Randle (37380296),Alperen Sengun (37380240),Donovan Mitchell (37380269),Naz Reid (37380378),Kevon Looney (37380507),283.96999999999997,274.62,381.27,49900,0.13%,4.81%,255.7%,46.03%,186.47,$10.2,CLE 2,GSW 2,generated,1
Ja Morant (37380266),Dennis Schroder (37380374),Nickeil Alexander-Walker (37380534),Naz Reid (37380378),Karl-Anthony Towns (37380235),Ty Jerome (37380541),Jaylen Brown (37380278),Jarrett Allen (37380313),277.69,273.91,374.57000000000005,49800,0.16%,4.0%,250.9%,39.28%,177.27999999999997,$10.0,MIN 2,CLE 2,generated,1
Jalen Brunson (37380252),Caris LeVert (37380450),Max Strus (37380494),Naz Reid (37380378),Jalen Duren (37380352),Ty Jerome (37380541),Kevin Durant (37380237),Karl-Anthony Towns (37380235),282.05,277.92,379.37000000000006,50000,0.12%,4.53%,249.1%,43.61%,231.77,$10.0,CLE 3,NYK 2,generated,1
Ty Jerome (37380541),Donovan Mitchell (37380269),Dean Wade (37380509),Naz Reid (37380378),Alperen Sengun (37380240),Caris LeVert (37380450),Kevin Durant (37380237),Jarrett Allen (37380313),284.58,278.12,383.79999999999995,50000,0.13%,4.66%,248.8%,47.05%,235.36,$10.0,CLE 5,MIN 1,generated,1
Ja Morant (37380266),Caris LeVert (37380450),Mikal Bridges (37380331),Julius Randle (37380296),Alperen Sengun (37380240),Dennis Schroder (37380374),OG Anunoby (37380336),Kevon Looney (37380507),282.26,274.94,369.19,50000,0.16%,4.16%,248.5%,43.92%,180.12,$9.9,NYK 2,GSW 2,generated,1
Ja Morant (37380266),Donovan Mitchell (37380269),Max Strus (37380494),Naz Reid (37380378),Alperen Sengun (37380240),Dennis Schroder (37380374),Moses Moody (37380529),Jarrett Allen (37380313),282.39,275.73,379.73,50000,0.1%,4.58%,231.2%,45.07%,202.0,$9.2,CLE 3,GSW 2,generated,1
Jalen Brunson (37380252),Donovan Mitchell (37380269),Georges Niang (37380521),Naz Reid (37380378),Onyeka Okongwu (37380360),Darius Garland (37380300),Andrew Wiggins (37380318),Dennis Schroder (37380374),282.48999999999995,269.62,377.75,49800,0.12%,4.05%,226.5%,43.92%,158.14,$9.1,CLE 3,GSW 2,generated,1
Jalen Brunson (37380252),Dennis Schroder (37380374),Jaden McDaniels (37380411),Julius Randle (37380296),Karl-Anthony Towns (37380235),Ty Jerome (37380541),Georges Niang (37380521),Darius Garland (37380300),281.46000000000004,275.38,374.03000000000003,50000,0.12%,4.12%,223.6%,43.06%,165.28,$8.9,CLE 3,NYK 2,generated,1
Trae Young (37380232),Moses Moody (37380529),Georges Niang (37380521),Jaren Jackson Jr. (37380258),Onyeka Okongwu (37380360),Darius Garland (37380300),Jaylen Brown (37380278),Kevon Looney (37380507),274.41999999999996,261.95,369.69,49700,0.15%,3.56%,221.0%,35.3%,118.28,$8.8,ATL 2,GSW 2,generated,1
Ty Jerome (37380541),Caris LeVert (37380450),OG Anunoby (37380336),Tari Eason (37380347),Alperen Sengun (37380240),Dennis Schroder (37380374),Julius Randle (37380296),Stephen Curry (37380249),281.34000000000003,269.78000000000003,373.20000000000005,50000,0.12%,3.87%,214.9%,42.83%,172.51999999999998,$8.6,CLE 2,HOU 2,generated,1
Cade Cunningham (37380225),Caris LeVert (37380450),Dean Wade (37380509),Naz Reid (37380378),Alperen Sengun (37380240),Darius Garland (37380300),Santi Aldama (37380386),Nick Richards (37380365),278.64,271.34000000000003,375.3500000000001,50000,0.12%,3.86%,214.4%,39.58%,187.11,$8.6,CLE 3,DET 1,generated,1
Cade Cunningham (37380225),Caris LeVert (37380450),Georges Niang (37380521),Naz Reid (37380378),Jarrett Allen (37380313),Stephen Curry (37380249),Jaylen Brown (37380278),Ty Jerome (37380541),282.81,275.65,378.97,50000,0.09%,4.18%,208.9%,44.36%,233.06,$8.4,CLE 4,DET 1,generated,1
Jalen Brunson (37380252),Caris LeVert (37380450),Andrew Wiggins (37380318),Naz Reid (37380378),Kevon Looney (37380507),Trae Young (37380232),Santi Aldama (37380386),Kristaps Porzingis (37380307),279.34000000000003,270.47999999999996,374.92,49700,0.14%,3.56%,207.0%,39.67%,182.85,$8.3,GSW 2,NYK 1,generated,1
Jalen Brunson (37380252),Donovan Mitchell (37380269),Jaden McDaniels (37380411),Tobias Harris (37380340),Alperen Sengun (37380240),Caris LeVert (37380450),Moses Moody (37380529),Nick Richards (37380365),280.71999999999997,268.93999999999994,371.55000000000007,49700,0.1%,3.68%,203.8%,42.05%,178.08,$8.2,CLE 2,NYK 1,generated,1
Jalen Brunson (37380252),Anthony Edwards (37380246),Georges Niang (37380521),Santi Aldama (37380386),Rudy Gobert (37380354),Ty Jerome (37380541),Jaylen Brown (37380278),Jarrett Allen (37380313),280.72999999999996,275.55,373.13,49800,0.11%,3.6%,196.4%,41.51%,192.93,$7.9,CLE 3,MIN 2,generated,1
Jalen Brunson (37380252),Dennis Schroder (37380374),Georges Niang (37380521),Naz Reid (37380378),Jalen Duren (37380352),Caris LeVert (37380450),Jaylen Brown (37380278),Kevin Durant (37380237),282.96000000000004,269.82,374.84999999999997,49700,0.1%,3.93%,194.6%,44.59%,200.15,$7.8,CLE 2,NYK 1,generated,1
Jalen Brunson (37380252),Caris LeVert (37380450),Jaylen Brown (37380278),Jaren Jackson Jr. (37380258),Kevon Looney (37380507),Darius Garland (37380300),Georges Niang (37380521),Dennis Schroder (37380374),282.23999999999995,269.29,376.27000000000004,49300,0.08%,4.0%,194.2%,43.59%,190.76999999999998,$7.8,CLE 3,GSW 2,generated,1
Jalen Brunson (37380252),Max Strus (37380494),Georges Niang (37380521),Santi Aldama (37380386),Alperen Sengun (37380240),Ty Jerome (37380541),Andrew Wiggins (37380318),Karl-Anthony Towns (37380235),278.32,271.90999999999997,374.39000000000004,49800,0.11%,3.86%,192.9%,39.34%,176.92000000000002,$7.7,CLE 3,NYK 2,generated,1
Ja Morant (37380266),Dennis Schroder (37380374),Georges Niang (37380521),Julius Randle (37380296),Jarrett Allen (37380313),Caris LeVert (37380450),Santi Aldama (37380386),Trae Young (37380232),280.64,274.51,372.70000000000005,50000,0.08%,3.68%,187.1%,41.95%,200.79,$7.5,CLE 3,MEM 2,generated,1
Jalen Brunson (37380252),Caris LeVert (37380450),Max Strus (37380494),Naz Reid (37380378),Alperen Sengun (37380240),Moses Moody (37380529),Jayson Tatum (37380228),Onyeka Okongwu (37380360),282.47999999999996,275.21999999999997,377.28999999999996,50000,0.11%,3.74%,187.0%,44.08%,226.52,$7.5,CLE 2,NYK 1,generated,1
Cade Cunningham (37380225),Caris LeVert (37380450),Max Strus (37380494),Tari Eason (37380347),Alperen Sengun (37380240),Dennis Schroder (37380374),Santi Aldama (37380386),Jarrett Allen (37380313),278.90000000000003,271.46,374.21000000000004,49800,0.11%,3.43%,183.8%,39.62%,214.09,$7.4,CLE 3,HOU 2,generated,1
Ty Jerome (37380541),Anthony Edwards (37380246),Dean Wade (37380509),Andrew Wiggins (37380318),Jalen Duren (37380352),Caris LeVert (37380450),Jaylen Brown (37380278),Alperen Sengun (37380240),280.91,270.54,372.61000000000007,49500,0.09%,3.57%,182.8%,42.07%,182.38,$7.3,CLE 3,MIN 1,generated,1
Ja Morant (37380266),Donovan Mitchell (37380269),Dean Wade (37380509),Naz Reid (37380378),Alperen Sengun (37380240),Dennis Schroder (37380374),Georges Niang (37380521),Jarrett Allen (37380313),279.95,274.3,376.7800000000001,49900,0.08%,3.77%,181.9%,41.82%,191.72,$7.3,CLE 4,MEM 1,generated,1
Jalen Brunson (37380252),Caris LeVert (37380450),Georges Niang (37380521),Naz Reid (37380378),Alperen Sengun (37380240),Donovan Mitchell (37380269),Moses Moody (37380529),Kristaps Porzingis (37380307),280.52,273.59999999999997,378.13,49700,0.1%,3.71%,178.5%,41.51%,216.92000000000002,$7.1,CLE 3,NYK 1,generated,1
