PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jamal Shead (38182042),Anfernee Simons (38181875),Justin Edwards (38182038),Jeremy Sochan (38181935),Onyeka Okongwu (38181844),Trae Young (38181765),Michael Porter Jr. (38181882),Kel'el Ware (38181968),280.64,275.15999999999997,366.23,49700,0.17%,7.17%,498.2%,68.51%,195.23,$19.9,ATL 2,TOR 1,generated,1
Jamal Shead (38182042),Stephon Castle (38181866),Justin Edwards (38182038),Guerschon Yabusele (38181949),Kel'el Ware (38181968),Scottie Barnes (38181795),Jeremy Sochan (38181935),Trae Young (38181765),284.43,280.92,375.6,49600,0.15%,8.0%,488.2%,73.66%,240.03,$19.5,TOR 2,SAS 2,generated,1
Trae Young (38181765),Shaedon Sharpe (38181891),Justin Edwards (38182038),Jeremy Sochan (38181935),Orlando Robinson (38182005),Jamal Shead (38182042),Guerschon Yabusele (38181949),Alperen Sengun (38181777),278.57,277.3,367.59,49400,0.16%,6.58%,470.0%,65.3%,223.62,$18.8,PHI 2,TOR 2,generated,1
Trae Young (38181765),RJ Barrett (38181819),Deni Avdija (38181840),Guerschon Yabusele (38181949),Sandro Mamukelashvili (38182095),Chris Paul (38181990),Tari Eason (38181899),Jamal Shead (38182042),268.61,261.74,365.35999999999996,49900,0.19%,4.84%,402.9%,52.71%,128.28,$16.1,TOR 2,SAS 2,generated,1
Jamal Shead (38182042),Jared Butler (38181895),Justin Edwards (38182038),Keldon Johnson (38181983),Onyeka Okongwu (38181844),Trae Young (38181765),Jonathan Mogbo (38182136),Scottie Barnes (38181795),276.18,272.1,370.66999999999996,49600,0.12%,5.94%,388.1%,62.2%,180.43,$15.5,TOR 3,PHI 2,generated,1
Trae Young (38181765),RJ Barrett (38181819),Keldon Johnson (38181983),Colin Castleton (38182081),Onyeka Okongwu (38181844),Chris Paul (38181990),Jeremy Sochan (38181935),Guerschon Yabusele (38181949),274.8,269.24,369.0,49600,0.13%,5.6%,371.3%,60.62%,162.11,$14.9,SAS 3,ATL 2,generated,1
Trae Young (38181765),Caris LeVert (38181957),Chuma Okeke (38182055),Bam Adebayo (38181791),Jeremy Sochan (38181935),RJ Barrett (38181819),Justin Edwards (38182038),Sandro Mamukelashvili (38182095),271.53,266.40999999999997,364.19,49800,0.13%,4.93%,342.8%,56.33%,156.87,$13.7,ATL 2,PHI 2,generated,1
Trae Young (38181765),Stephon Castle (38181866),Justin Edwards (38182038),Colin Castleton (38182081),Kel'el Ware (38181968),Shaedon Sharpe (38181891),Andrew Wiggins (38181903),Onyeka Okongwu (38181844),274.42,268.27,362.74999999999994,49900,0.11%,5.27%,335.8%,59.79%,157.08999999999997,$13.4,ATL 2,MIA 2,generated,1
Scottie Barnes (38181795),RJ Barrett (38181819),Justin Edwards (38182038),Jonathan Mogbo (38182136),Guerschon Yabusele (38181949),Dyson Daniels (38181857),Jeremy Sochan (38181935),Onyeka Okongwu (38181844),281.09999999999997,281.57000000000005,370.59999999999997,49900,0.09%,6.15%,333.4%,70.46%,218.27999999999997,$13.3,TOR 3,PHI 2,generated,1
Trae Young (38181765),Quentin Grimes (38181779),Justin Edwards (38182038),Jonathan Mogbo (38182136),Orlando Robinson (38182005),Jamal Shead (38182042),Keldon Johnson (38181983),Ivica Zubac (38181789),276.23999999999995,278.09000000000003,366.62999999999994,49800,0.1%,5.52%,330.7%,62.61%,197.76,$13.2,TOR 3,PHI 2,generated,1
Trae Young (38181765),Jrue Holiday (38181923),Deni Avdija (38181840),Justin Edwards (38182038),Guerschon Yabusele (38181949),Chris Paul (38181990),Jonathan Mogbo (38182136),Ivica Zubac (38181789),276.04,270.22,361.76,49900,0.1%,5.21%,330.3%,62.39%,177.48,$13.2,PHI 2,ATL 1,generated,1
Trae Young (38181765),Quentin Grimes (38181779),Justin Edwards (38182038),Colin Castleton (38182081),Orlando Robinson (38182005),Chris Paul (38181990),Guerschon Yabusele (38181949),Deni Avdija (38181840),278.38,276.02,366.74,49600,0.09%,5.46%,323.2%,65.96%,193.06,$12.9,PHI 3,TOR 2,generated,1
Scottie Barnes (38181795),Julian Champagnie (38182174),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jeremy Sochan (38181935),Trae Young (38181765),Sandro Mamukelashvili (38182095),Bam Adebayo (38181791),275.6,271.46,368.74999999999994,49500,0.1%,5.07%,317.0%,61.85%,181.09,$12.7,SAS 3,PHI 2,generated,1
Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Guerschon Yabusele (38181949),Ivica Zubac (38181789),Trae Young (38181765),Keldon Johnson (38181983),Davion Mitchell (38182162),278.33000000000004,276.58,363.3,50000,0.1%,5.31%,314.9%,66.32%,197.56,$12.6,PHI 3,TOR 1,generated,1
Trae Young (38181765),Quentin Grimes (38181779),Keldon Johnson (38181983),Jeremy Sochan (38181935),Onyeka Okongwu (38181844),Davion Mitchell (38182162),Justin Edwards (38182038),Guerschon Yabusele (38181949),282.7,279.09000000000003,367.85,49800,0.07%,6.37%,311.7%,72.5%,206.87,$12.5,PHI 3,ATL 2,generated,1
Scottie Barnes (38181795),Jared Butler (38181895),Justin Edwards (38182038),Keldon Johnson (38181983),Onyeka Okongwu (38181844),Jamal Shead (38182042),Bam Adebayo (38181791),Kel'el Ware (38181968),272.15999999999997,270.29,362.98,49400,0.12%,4.7%,310.6%,57.35%,168.44000000000003,$12.4,TOR 2,PHI 2,generated,1
Trae Young (38181765),Stephon Castle (38181866),Andrew Wiggins (38181903),Jonathan Mogbo (38182136),Guerschon Yabusele (38181949),Scottie Barnes (38181795),Jeremy Sochan (38181935),Jamal Shead (38182042),280.97,281.1,373.65,50000,0.07%,5.94%,308.8%,69.77%,218.66,$12.4,TOR 3,SAS 2,generated,1
Trae Young (38181765),Shaedon Sharpe (38181891),Justin Edwards (38182038),Jeremy Sochan (38181935),Guerschon Yabusele (38181949),Russell Westbrook (38181849),Jonathan Mogbo (38182136),Onyeka Okongwu (38181844),279.05,275.36,364.84000000000003,49700,0.09%,5.69%,305.9%,66.56%,208.92000000000002,$12.2,ATL 2,PHI 2,generated,1
Trae Young (38181765),Stephon Castle (38181866),Justin Edwards (38182038),Sandro Mamukelashvili (38182095),Colin Castleton (38182081),Dyson Daniels (38181857),Aaron Gordon (38181918),RJ Barrett (38181819),269.62,263.29,363.53999999999996,50000,0.13%,4.29%,303.8%,53.96%,122.55,$12.2,ATL 2,SAS 2,generated,1
Trae Young (38181765),Dyson Daniels (38181857),Justin Edwards (38182038),Colin Castleton (38182081),Kel'el Ware (38181968),Shaedon Sharpe (38181891),Aaron Gordon (38181918),Onyeka Okongwu (38181844),274.85,268.37,361.7199999999999,49800,0.09%,4.8%,302.6%,60.68%,153.34,$12.1,ATL 3,PHI 1,generated,1
Trae Young (38181765),Quentin Grimes (38181779),Sam Hauser (38182113),Jeremy Sochan (38181935),Jonathan Mogbo (38182136),Chris Paul (38181990),Justin Edwards (38182038),Ivica Zubac (38181789),278.97999999999996,278.87,364.59,50000,0.1%,5.31%,301.3%,67.12%,200.62,$12.1,PHI 2,SAS 2,generated,1
Jamal Shead (38182042),Jalen Green (38181832),Justin Edwards (38182038),Keldon Johnson (38181983),Guerschon Yabusele (38181949),Trae Young (38181765),Jeremy Sochan (38181935),Onyeka Okongwu (38181844),278.67,274.28000000000003,365.13,49300,0.07%,5.76%,294.7%,66.35%,208.67000000000002,$11.8,PHI 2,SAS 2,generated,1
Dyson Daniels (38181857),Jalen Green (38181832),Deni Avdija (38181840),Justin Edwards (38182038),Jeremy Sochan (38181935),Jamal Shead (38182042),Andrew Wiggins (38181903),Onyeka Okongwu (38181844),277.53,276.97999999999996,358.16,49900,0.08%,4.96%,294.0%,65.42%,184.43,$11.8,ATL 2,HOU 1,generated,1
Jamal Shead (38182042),RJ Barrett (38181819),Scottie Barnes (38181795),Justin Edwards (38182038),Guerschon Yabusele (38181949),Russell Westbrook (38181849),Sandro Mamukelashvili (38182095),Onyeka Okongwu (38181844),269.76000000000005,268.47,362.98999999999995,49300,0.13%,4.11%,289.6%,54.12%,167.41,$11.6,TOR 3,PHI 2,generated,1
Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jeremy Sochan (38181935),Trae Young (38181765),Aaron Gordon (38181918),Andrew Wiggins (38181903),283.34000000000003,284.45,367.6499999999999,50000,0.06%,5.96%,288.6%,73.85%,232.52,$11.5,PHI 3,TOR 1,generated,1
Jared Butler (38181895),Jalen Green (38181832),Justin Edwards (38182038),Jonathan Mogbo (38182136),Jeremy Sochan (38181935),Jamal Shead (38182042),RJ Barrett (38181819),Trae Young (38181765),274.59,271.08,364.92,49900,0.09%,4.91%,281.9%,60.58%,197.39999999999998,$11.3,TOR 3,PHI 2,generated,1
Trae Young (38181765),Stephon Castle (38181866),Deni Avdija (38181840),Jeremy Sochan (38181935),Oshae Brissett (38182148),Jamal Shead (38182042),Colin Castleton (38182081),RJ Barrett (38181819),273.66,269.96,365.89000000000004,49800,0.09%,4.65%,281.8%,59.43%,165.63,$11.3,TOR 3,SAS 2,generated,1
Jamal Shead (38182042),Cason Wallace (38182077),Scottie Barnes (38181795),Jeremy Sochan (38181935),Orlando Robinson (38182005),Trae Young (38181765),Chuma Okeke (38182055),Ivica Zubac (38181789),274.12,273.99,365.75,49800,0.09%,4.61%,274.2%,59.67%,175.89000000000001,$11.0,TOR 3,OKC 1,generated,1
Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Guerschon Yabusele (38181949),Kel'el Ware (38181968),Dyson Daniels (38181857),Aaron Gordon (38181918),Alperen Sengun (38181777),277.43,280.3,361.2899999999999,49900,0.07%,5.01%,273.9%,65.44%,213.08,$11.0,PHI 3,TOR 1,generated,1
Trae Young (38181765),RJ Barrett (38181819),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jonathan Mogbo (38182136),Jamal Shead (38182042),Jeremy Sochan (38181935),Kawhi Leonard (38181785),279.63,279.02,367.52,49900,0.06%,5.72%,273.7%,67.52%,237.10000000000002,$10.9,TOR 3,PHI 2,generated,1
Stephon Castle (38181866),Dyson Daniels (38181857),Justin Edwards (38182038),Jonathan Mogbo (38182136),Kel'el Ware (38181968),Scottie Barnes (38181795),Guerschon Yabusele (38181949),Ivica Zubac (38181789),275.76,276.15,363.11999999999995,49500,0.07%,5.04%,273.0%,62.4%,205.17,$10.9,PHI 2,TOR 2,generated,1
Trae Young (38181765),Jared Butler (38181895),Keldon Johnson (38181983),Guerschon Yabusele (38181949),Onyeka Okongwu (38181844),Jalen Hood-Schifino (38182133),Jonathan Mogbo (38182136),Scottie Barnes (38181795),271.07,265.76000000000005,367.19000000000005,49800,0.09%,4.47%,272.3%,55.55%,142.71,$10.9,PHI 3,ATL 2,generated,1
Jamal Shead (38182042),Jared Butler (38181895),Andrew Wiggins (38181903),Deni Avdija (38181840),Orlando Robinson (38182005),Fred VanVleet (38181888),Jeremy Sochan (38181935),Alperen Sengun (38181777),269.53000000000003,271.85,356.36,49700,0.1%,4.17%,272.1%,53.95%,155.76999999999998,$10.9,TOR 2,HOU 2,generated,1
Jamal Shead (38182042),Dyson Daniels (38181857),Justin Edwards (38182038),Harrison Barnes (38182109),Onyeka Okongwu (38181844),Shai Gilgeous-Alexander (38181755),Jeremy Sochan (38181935),Kel'el Ware (38181968),274.83,273.82,360.2,49200,0.1%,4.7%,269.1%,61.66%,204.85000000000002,$10.8,ATL 2,SAS 2,generated,1
Dyson Daniels (38181857),Jared Butler (38181895),Justin Edwards (38182038),Jeremy Sochan (38181935),Alperen Sengun (38181777),Davion Mitchell (38182162),Aaron Gordon (38181918),Scottie Barnes (38181795),273.46999999999997,273.59,360.37,50000,0.08%,4.56%,265.6%,58.93%,168.09,$10.6,PHI 2,ATL 1,generated,1
Tyler Herro (38181814),Dyson Daniels (38181857),Justin Edwards (38182038),Guerschon Yabusele (38181949),Orlando Robinson (38182005),Chris Paul (38181990),Jonathan Mogbo (38182136),Shai Gilgeous-Alexander (38181755),273.56,276.15000000000003,360.52000000000004,50000,0.09%,4.42%,261.8%,59.48%,197.11,$10.5,PHI 2,TOR 2,generated,1
Jamal Shead (38182042),Caris LeVert (38181957),Chuma Okeke (38182055),Justin Edwards (38182038),Onyeka Okongwu (38181844),Scottie Barnes (38181795),Jeremy Sochan (38181935),Trae Young (38181765),279.22,275.83,369.48,49500,0.06%,5.48%,261.0%,67.13%,202.17,$10.4,ATL 3,TOR 2,generated,1
Chris Paul (38181990),Stephon Castle (38181866),Justin Edwards (38182038),Andrew Wiggins (38181903),Jonathan Mogbo (38182136),Trae Young (38181765),Scottie Barnes (38181795),Aaron Gordon (38181918),274.44,272.43,366.6599999999999,50000,0.07%,4.56%,257.8%,60.44%,167.19,$10.3,SAS 2,TOR 2,generated,1
Tyler Herro (38181814),Quentin Grimes (38181779),Andrew Wiggins (38181903),Guerschon Yabusele (38181949),Jonathan Mogbo (38182136),Jamal Shead (38182042),Jeremy Sochan (38181935),Onyeka Okongwu (38181844),280.06,284.31,362.59999999999997,49700,0.06%,5.02%,257.6%,70.02%,218.47,$10.3,MIA 2,PHI 2,generated,1
Jamal Shead (38182042),Cason Wallace (38182077),Justin Edwards (38182038),Guerschon Yabusele (38181949),Orlando Robinson (38182005),Shai Gilgeous-Alexander (38181755),Jeremy Sochan (38181935),Trae Young (38181765),277.51,277.15,366.75,49600,0.06%,5.23%,256.6%,65.04%,225.92000000000002,$10.3,TOR 2,OKC 2,generated,1
Davion Mitchell (38182162),Stephon Castle (38181866),Chuma Okeke (38182055),Guerschon Yabusele (38181949),Jeremy Sochan (38181935),Scottie Barnes (38181795),Deni Avdija (38181840),Ivica Zubac (38181789),276.08,273.68,360.66999999999996,49900,0.05%,4.61%,253.6%,63.08%,177.32,$10.1,SAS 2,PHI 2,generated,1
Jamal Shead (38182042),Caris LeVert (38181957),Chuma Okeke (38182055),Jonathan Mogbo (38182136),Kel'el Ware (38181968),Shai Gilgeous-Alexander (38181755),Jeremy Sochan (38181935),Trae Young (38181765),273.21000000000004,271.91999999999996,365.2,49500,0.08%,4.42%,250.5%,58.69%,212.04999999999998,$10.0,TOR 2,ATL 2,generated,1
Jared Butler (38181895),Dyson Daniels (38181857),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jonathan Mogbo (38182136),Chris Paul (38181990),Scottie Barnes (38181795),Trae Young (38181765),277.14,273.37,369.0899999999999,49900,0.06%,5.11%,248.1%,64.0%,190.07999999999998,$9.9,PHI 3,ATL 2,generated,1
Trae Young (38181765),Jared Butler (38181895),Julian Champagnie (38182174),Jeremy Sochan (38181935),Jonathan Mogbo (38182136),Jamal Shead (38182042),Guerschon Yabusele (38181949),Shai Gilgeous-Alexander (38181755),272.90000000000003,270.6,365.64,49900,0.08%,4.41%,248.1%,58.46%,198.58999999999997,$9.9,PHI 2,SAS 2,generated,1
Trae Young (38181765),Caris LeVert (38181957),Justin Edwards (38182038),Jonathan Mogbo (38182136),Jeremy Sochan (38181935),Jamal Shead (38182042),Scottie Barnes (38181795),Onyeka Okongwu (38181844),279.45,277.39,371.41,49100,0.05%,5.25%,248.0%,67.66%,213.45,$9.9,ATL 3,TOR 3,generated,1
Jared Butler (38181895),Stephon Castle (38181866),Justin Edwards (38182038),Jonathan Mogbo (38182136),Kel'el Ware (38181968),Jamal Murray (38181824),RJ Barrett (38181819),Onyeka Okongwu (38181844),267.19,263.19,355.94,49700,0.1%,3.85%,246.5%,51.1%,151.39,$9.9,PHI 2,TOR 2,generated,1
Jamal Shead (38182042),Toumani Camara (38181942),Justin Edwards (38182038),Bam Adebayo (38181791),Guerschon Yabusele (38181949),RJ Barrett (38181819),Jeremy Sochan (38181935),Ivica Zubac (38181789),274.60999999999996,275.33,357.14,49900,0.07%,4.59%,245.3%,61.1%,198.46,$9.8,TOR 2,PHI 2,generated,1
Davion Mitchell (38182162),Stephon Castle (38181866),Deni Avdija (38181840),Oshae Brissett (38182148),Jeremy Sochan (38181935),Dyson Daniels (38181857),Bam Adebayo (38181791),Onyeka Okongwu (38181844),273.7,271.20000000000005,357.08,50000,0.08%,4.35%,245.2%,59.73%,136.32,$9.8,MIA 2,SAS 2,generated,1
Trae Young (38181765),Stephon Castle (38181866),Chuma Okeke (38182055),Jeremy Sochan (38181935),Jonathan Mogbo (38182136),Scottie Barnes (38181795),Guerschon Yabusele (38181949),Andrew Wiggins (38181903),278.53000000000003,277.76,369.51,49900,0.06%,5.14%,244.2%,66.34%,210.76999999999998,$9.8,SAS 2,PHI 2,generated,1
Jamal Shead (38182042),Dyson Daniels (38181857),Andrew Wiggins (38181903),Jeremy Sochan (38181935),Kel'el Ware (38181968),Chris Paul (38181990),Deni Avdija (38181840),Alperen Sengun (38181777),272.84000000000003,273.64,359.19999999999993,49200,0.08%,4.21%,244.2%,58.54%,179.98000000000002,$9.8,MIA 2,SAS 2,generated,1
Trae Young (38181765),Stephon Castle (38181866),Deni Avdija (38181840),Jonathan Mogbo (38182136),Guerschon Yabusele (38181949),Chris Paul (38181990),Aaron Gordon (38181918),Andrew Wiggins (38181903),273.28,268.78999999999996,362.42999999999995,49700,0.08%,4.24%,243.9%,59.17%,155.42000000000002,$9.8,SAS 2,ATL 1,generated,1
