PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Tyler Herro (37654776),Malik Beasley (37654895),Bilal Coulibaly (37654868),Bobby Portis (37654864),Moussa Diabate (37655000),Scottie Barnes (37654750),Chris Boucher (37655147),Damian Lillard (37654759),328.44077256944445,425.5272425477791,50000,100.00%,50000,94594.61%,21306,168.43,$2837.84,MIL 2,TOR 2,opp,1,lozingitall,2601,4634433701
Damian Lillard (37654759),Carlton Carrington (37655159),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Victor Wembanyama (37654731),Malik Beasley (37654895),Bobby Portis (37654864),Moussa Diabate (37655000),327.97532118055557,419.72945753351,49500,100.00%,50000,77141.29%,13959,200.25,$2314.24,MIL 3,WAS 2,opp,1,BigDBoss,178,4634686945
Jordan Poole (37654812),Bilal Coulibaly (37654868),Jaylon Tyson (37655340),Bobby Portis (37654864),Moussa Diabate (37655000),Trae Young (37654747),Kyle Kuzma (37654842),Damian Lillard (37654759),327.3557335069445,422.74924071811375,49500,100.00%,50000,62048.0%,10667,194.89999999999998,$1861.44,MIL 3,WAS 2,opp,1,samsli,1060,4634689184
Damian Lillard (37654759),Bilal Coulibaly (37654868),Jalen Williams (37654783),Bobby Portis (37654864),Moussa Diabate (37655000),Malik Beasley (37654895),Kyle Kuzma (37654842),Onyeka Okongwu (37654833),325.81077256944445,419.2372425477791,49500,100.00%,49999,23399.12%,1297,171.33,$701.97,MIL 3,WAS 1,opp,1,luknik678,2605,4634535737
LaMelo Ball (37654739),Ja'Kobe Walter (37655039),Bilal Coulibaly (37654868),Bobby Portis (37654864),Richaun Holmes (37655113),Damian Lillard (37654759),Bam Adebayo (37654779),Moussa Diabate (37655000),324.38200086805557,418.44921386535935,49800,100.00%,49987,15437.5%,1213,159.76,$463.12,CHA 2,WAS 2,opp,1,1000TriesLater,44,4634624374
Dyson Daniels (37654803),Malik Beasley (37654895),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Bobby Portis (37654864),Jordan Poole (37654812),Scottie Barnes (37654750),Moussa Diabate (37655000),324.44702256944447,416.88069243326385,49600,100.00%,49995,12271.73%,436,172.06,$368.15,WAS 2,MIL 2,opp,1,dmarko,1019,4634680104
LaMelo Ball (37654739),Carlton Carrington (37655159),Bilal Coulibaly (37654868),Bobby Portis (37654864),Moussa Diabate (37655000),Jordan Poole (37654812),Nikola Jovic (37654889),Damian Lillard (37654759),323.89907118055555,415.0917969687343,49400,100.00%,49994,8931.47%,279,196.49,$267.94,WAS 3,CHA 2,opp,1,jmohl93,18,4634595610
Jordan Poole (37654812),Keon Johnson (37654900),Bilal Coulibaly (37654868),Bobby Portis (37654864),Victor Wembanyama (37654731),Malik Beasley (37654895),Kyle Kuzma (37654842),Moussa Diabate (37655000),323.6031336805555,415.06963317732584,49300,100.00%,49969,7033.77%,100,183.22,$211.01,WAS 2,MIL 2,opp,1,hoodmaster,62,4634361552
Jordan Poole (37654812),Carlton Carrington (37655159),Bilal Coulibaly (37654868),Nikola Jovic (37654889),Richaun Holmes (37655113),Damian Lillard (37654759),Bobby Portis (37654864),Victor Wembanyama (37654731),322.96411892361107,416.13939176032113,49500,100.00%,49963,5946.38%,165,205.66,$178.39,WAS 4,MIL 2,opp,1,slicknative,148,4634387864
Damian Lillard (37654759),Bilal Coulibaly (37654868),Scottie Barnes (37654750),Kyle Kuzma (37654842),Bobby Portis (37654864),Malik Beasley (37654895),Chris Boucher (37655147),Jalen Duren (37654835),323.18570312500003,425.4695858653269,49700,100.00%,49993,5737.38%,18,168.51999999999998,$172.12,MIL 3,TOR 2,user21,1,marvalshot,11888,4634463861_21
