Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Nikola Jokic,C,DEN,37.00,11900,64.26,33.63,21.54,64.78
Giannis Antetokounmpo,PF/C,MIL,35.00,11400,59.46,34.42,22.49,61.93
Luka Doncic,PG,DAL,0.00,11000,0.00,0.10,0.00,0.00
LaMelo Ball,PG,CHA,38.00,10400,54.23,33.18,14.64,57.63
Shai Gilgeous-Alexander,PG,OKC,35.00,10200,56.57,26.96,20.73,55.03
Jayson Tatum,SF/PF,BOS,37.00,9900,51.61,11.13,15.02,50.42
Karl-Anthony Towns,C,NYK,0.00,9900,0.00,7.47,0.00,0.00
Kyrie Irving,PG/SG,DAL,35.00,9300,40.22,3.12,11.69,40.22
Anthony Edwards,SG,MIN,38.00,9100,47.35,6.03,12.27,44.97
Tyler Herro,PG/SG,MIA,36.00,8800,42.75,5.18,11.78,41.96
Brandon Ingram,PG,NOP,0.00,8800,0.00,0.08,0.00,0.00
Paolo Banchero,PF,ORL,28.00,8700,38.81,2.90,16.95,40.33
Scottie Barnes,PG/SF,TOR,38.00,8700,48.19,8.65,12.48,46.29
Jalen Brunson,PG,NYK,37.00,8700,56.12,8.86,16.83,49.79
Zach LaVine,SG/SF,CHI,35.00,8600,41.43,4.02,12.28,40.63
Zion Williamson,PF/C,NOP,30.00,8600,38.31,3.37,15.60,40.57
Franz Wagner,PF,ORL,0.00,8500,0.00,0.08,0.00,0.00
Damian Lillard,PG,MIL,35.00,8400,41.42,5.65,12.31,41.95
Jalen Suggs,PG/SG,ORL,0.00,8300,0.00,0.07,0.00,0.00
Nikola Vucevic,C,CHI,33.00,8200,41.35,8.41,13.28,42.38
Bam Adebayo,C,MIA,31.00,8200,38.49,1.93,13.87,37.75
Dejounte Murray,PG,NOP,35.00,8200,40.66,5.41,11.77,41.55
Jaylen Brown,SG/SF,BOS,37.00,8000,42.68,4.60,11.49,40.32
Jalen Williams,PF,OKC,34.00,8000,43.26,15.95,13.86,42.68
Jimmy Butler,SF/PF,MIA,30.00,8000,33.62,1.38,12.48,31.41
Josh Hart,SF/PF,NYK,38.00,8000,44.40,3.81,9.86,40.44
Chet Holmgren,PF,OKC,0.00,7900,0.00,0.07,0.00,0.00
Lauri Markkanen,SF/PF,UTA,0.00,7900,0.00,0.07,0.00,0.00
RJ Barrett,SF,TOR,36.00,7900,42.19,7.99,12.03,42.53
Trey Murphy III,SG/SF,NOP,36.00,7800,35.64,2.89,9.30,36.92
Brandon Miller,SG/SF,CHA,0.00,7700,0.00,0.07,0.00,0.00
Collin Sexton,PG/SG,UTA,27.00,7500,35.55,2.04,15.05,32.31
Miles Bridges,PF,CHA,36.00,7300,42.26,33.96,11.58,42.03
Russell Westbrook,PG,DEN,33.00,7100,37.82,7.98,11.85,37.28
Julius Randle,PF/C,MIN,32.00,7100,36.63,2.71,12.54,34.38
Kristaps Porzingis,C,BOS,29.00,7000,36.46,3.94,14.15,35.63
Josh Giddey,PG,CHI,28.00,7000,33.40,3.80,12.67,34.96
Jamal Murray,PG/SG,DEN,34.00,7000,36.03,5.75,10.67,35.82
CJ McCollum,PG/SG,NOP,35.00,7000,33.70,4.97,9.06,35.03
Isaiah Hartenstein,C,OKC,0.00,6900,0.00,0.06,0.00,0.00
Mark Williams,C,CHA,31.00,6800,41.08,58.67,15.46,42.72
PJ Washington,PF,DAL,35.00,6800,34.56,2.41,8.91,32.04
John Collins,PF/C,UTA,0.00,6800,0.00,0.06,0.00,0.00
Walker Kessler,C,UTA,0.00,6700,0.00,0.06,0.00,0.00
Immanuel Quickley,PG,TOR,0.00,6700,0.00,0.06,0.00,0.00
Derrick White,PG/SG,BOS,36.00,6500,33.84,4.18,7.94,32.08
Cole Anthony,PG/SG,ORL,29.00,6300,33.17,5.24,12.42,31.55
Coby White,PG/SG,CHI,34.00,6300,33.91,8.72,9.45,33.38
Spencer Dinwiddie,PG,DAL,29.00,6300,25.24,1.01,8.50,24.72
Jaime Jaquez Jr.,SF/PF,MIA,23.00,6200,20.81,0.56,8.96,21.46
Jakob Poeltl,C,TOR,33.00,6200,36.42,18.17,11.29,35.75
Ayo Dosunmu,PG/SG,CHI,26.00,6100,23.11,0.98,8.65,23.77
Dereck Lively II,C,DAL,0.00,6100,0.00,0.05,0.00,0.00
Michael Porter Jr.,SF/PF,DEN,31.00,6100,29.57,3.66,9.44,30.00
Goga Bitadze,C,ORL,0.00,6000,0.00,0.05,0.00,0.00
Keyonte George,PG,UTA,32.00,6000,36.41,10.21,11.31,33.06
Mikal Bridges,SG/SF,NYK,39.00,5900,36.89,3.95,6.98,32.50
Jordan Clarkson,SG,UTA,0.00,5800,0.00,0.05,0.00,0.00
OG Anunoby,SF/PF,NYK,37.00,5700,35.16,7.02,7.65,31.83
Klay Thompson,SG/SF,DAL,27.00,5600,24.97,1.42,9.04,25.18
Daniel Gafford,C,DAL,29.00,5500,35.64,11.54,13.72,31.09
Donte DiVincenzo,PG/SG,MIN,0.00,5500,0.00,0.05,0.00,0.00
Rudy Gobert,C,MIN,32.00,5400,30.97,5.70,9.51,28.51
Nikola Jovic,PF/C,MIA,28.00,5300,27.11,2.66,9.74,25.91
Bobby Portis,PF/C,MIL,22.00,5300,25.76,8.82,12.34,28.90
Payton Pritchard,PG/SG,BOS,26.00,5000,24.10,2.19,9.05,23.82
Terry Rozier,PG/SG,MIA,24.00,5000,21.68,0.96,8.90,20.95
Jrue Holiday,PG/SG,BOS,31.00,4900,26.65,5.03,7.92,25.35
Naji Marshall,SF/PF,DAL,27.00,4900,24.63,3.54,9.13,24.71
Isaiah Collier,PG/SG,UTA,27.00,4900,24.02,2.16,8.37,23.04
Khris Middleton,SG/SF,MIL,24.00,4900,25.57,5.21,11.11,25.57
Naz Reid,PF/C,MIN,26.00,4900,27.47,5.98,11.02,26.13
Quentin Grimes,SG/SF,DAL,27.00,4800,25.59,3.37,9.39,23.71
Aaron Gordon,PF,DEN,20.00,4800,18.30,0.00,8.80,18.18
Brice Sensabaugh,SF/PF,UTA,26.00,4800,28.30,12.46,10.97,27.54
Yves Missi,C,NOP,0.00,4800,0.00,0.04,0.00,0.00
Brook Lopez,C,MIL,32.00,4800,27.05,7.96,7.64,26.50
Lonzo Ball,PG,CHI,22.00,4600,20.79,2.94,8.70,23.08
Patrick Williams,PF,CHI,24.00,4500,19.28,0.00,7.44,19.77
Christian Braun,SG/SF,DEN,28.00,4500,20.25,0.86,6.80,20.74
Anthony Black,PG,ORL,25.00,4400,22.50,1.40,9.12,21.07
Aaron Wiggins,SF/PF,OKC,21.00,4400,19.75,1.99,8.98,20.34
Wendell Carter Jr.,C,ORL,32.00,4300,32.63,41.05,10.13,29.51
Tristan da Silva,SF/PF,ORL,23.00,4300,17.91,0.72,7.28,17.51
Jaden Hardy,PG/SG,DAL,13.00,4300,11.74,0.00,6.69,15.44
Jaden McDaniels,SF,MIN,32.00,4300,24.64,10.38,6.83,23.98
Precious Achiuwa,PF/C,NYK,24.00,4300,23.91,0.00,9.75,19.04
Al Horford,PF/C,BOS,22.00,4200,18.96,0.00,7.85,17.38
Kentavious Caldwell-Pope,SG,ORL,30.00,4200,20.97,0.00,6.10,19.31
Cason Wallace,PG/SG,OKC,30.00,4200,22.95,5.34,6.82,21.56
Haywood Highsmith,SF/PF,MIA,26.00,4200,17.60,0.11,6.00,17.21
Kyle Filipowski,PF/C,UTA,28.00,4200,28.49,18.71,9.85,26.20
Gradey Dick,SG,TOR,29.00,4200,24.34,9.97,8.12,23.78
Tre Mann,PG,CHA,0.00,4100,0.00,0.04,0.00,0.00
Drew Eubanks,C,UTA,29.00,4100,32.04,46.22,11.08,28.52
Jonathan Isaac,PF/C,ORL,19.00,4000,21.13,3.13,10.52,20.34
Cody Martin,SG/SF,CHA,32.00,4000,25.45,17.68,7.01,24.06
Luguentz Dort,SG/SF,OKC,30.00,4000,22.90,11.72,6.79,22.56
Kel'el Ware,C,MIA,17.00,4000,16.77,0.00,8.74,17.02
Cody Williams,SF,UTA,30.00,4000,19.76,0.00,5.54,17.26
Miles McBride,PG/SG,NYK,21.00,4000,18.83,0.17,8.19,17.80
Caleb Houstan,SF/PF,ORL,24.00,3900,13.85,0.00,4.93,12.53
Peyton Watson,PF,DEN,26.00,3900,19.71,2.43,7.16,19.66
Johnny Juzang,SG/SF,UTA,0.00,3900,0.00,0.03,0.00,0.00
Jericho Sims,C,NYK,24.00,3900,19.80,0.03,7.61,19.80
Trevelin Queen,PG/SG,ORL,20.00,3800,14.69,0.00,6.39,14.29
Jaylin Williams,C,OKC,22.00,3800,24.05,19.09,10.55,23.54
Svi Mykhailiuk,SG/SF,UTA,0.00,3800,0.00,0.03,0.00,0.00
Davion Mitchell,PG/SG,TOR,27.00,3800,18.14,1.48,6.03,17.84
Mitchell Robinson,C,NYK,0.00,3800,0.00,0.03,0.00,0.00
Alex Caruso,PG/SF,OKC,18.00,3700,16.41,0.82,7.82,16.43
Vasilije Micic,PG,CHA,10.00,3600,8.83,0.00,5.31,9.00
DeAndre Jordan,C,DEN,8.00,3600,7.77,0.00,5.03,8.31
Micah Potter,PF/C,UTA,0.00,3600,0.00,0.03,0.00,0.00
Chris Boucher,PF/C,TOR,20.00,3600,22.23,7.26,11.01,21.21
Luke Kornet,C,BOS,0.00,3500,0.00,0.03,0.00,0.00
Talen Horton-Tucker,SG/SF,CHI,0.00,3500,0.00,0.03,0.00,0.00
Josh Green,SF/PF,CHA,31.00,3500,18.63,0.33,4.95,16.87
Branden Carlson,C,OKC,13.00,3500,12.29,0.00,6.83,10.77
Duncan Robinson,SG,MIA,25.00,3500,21.34,11.44,8.10,20.10
Dario Saric,C,DEN,0.00,3500,0.00,0.03,0.00,0.00
Taurean Prince,SF/PF,MIL,24.00,3500,15.12,0.56,5.50,16.80
Mike Conley,PG,MIN,28.00,3500,25.09,20.86,8.68,23.49
Sam Hauser,SF/PF,BOS,22.00,3400,17.44,0.14,7.07,14.70
Ousmane Dieng,PF/C,OKC,3.00,3400,2.72,0.00,1.90,2.72
Julian Strawther,SG/SF,DEN,23.00,3400,15.90,0.75,6.29,16.05
Javonte Green,SF/PF,NOP,17.00,3400,12.08,0.00,5.80,13.44
AJ Green,PG/SG,MIL,28.00,3400,18.69,1.87,5.84,17.23
Gary Trent Jr.,SG/SF,MIL,24.00,3400,16.60,1.71,6.23,16.60
Jalen Smith,C,CHI,14.00,3300,17.05,2.99,10.08,17.39
Isaiah Joe,SG/SF,OKC,22.00,3300,19.26,6.66,8.15,18.29
Jose Alvarado,PG,NOP,15.00,3300,13.67,0.00,7.23,14.62
Ochai Agbaji,SF/PF,TOR,0.00,3300,0.00,0.00,0.00,0.00
Nickeil Alexander-Walker,SG/SF,MIN,28.00,3300,21.92,16.26,7.26,20.31
Cameron Payne,PG/SG,NYK,10.00,3300,10.21,0.00,6.20,10.55
Neemias Queta,C,BOS,0.00,3200,0.00,0.03,0.00,0.00
EJ Harkless,PG,UTA,20.00,3200,0.00,0.03,0.00,0.00
Brandon Boston Jr.,SG/SF,NOP,15.00,3200,12.29,0.00,6.60,12.06
Bruce Brown,SG/SF,TOR,21.00,3200,16.48,0.81,7.29,15.86
Landry Shamet,SG/SF,NYK,10.00,3200,7.26,0.00,4.13,5.65
Matas Buzelis,SF/PF,CHI,14.00,3100,11.81,0.00,6.27,11.34
Daniel Theis,C,NOP,25.00,3100,20.20,10.79,7.69,19.58
Jordan Hawkins,SG,NOP,15.00,3100,11.64,0.14,6.09,12.45
Jeremiah Robinson-Earl,PF/C,NOP,17.00,3100,13.77,0.15,6.83,12.86
Patty Mills,PG,UTA,10.00,3100,7.58,0.00,4.33,7.28
Andre Jackson Jr.,SG/SF,MIL,0.00,3100,0.00,0.03,0.00,0.00
Kelly Olynyk,C,TOR,13.00,3100,13.49,0.00,7.96,13.90
Ryan Rollins,PG,MIL,10.00,3100,8.56,0.00,5.15,10.75
Baylor Scheierman,SG,BOS,0.00,3000,0.00,0.03,0.00,0.00
Jaden Springer,PG/SF,BOS,0.00,3000,0.00,0.03,0.00,0.00
Xavier Tillman,PF/C,BOS,0.00,3000,0.00,0.03,0.00,0.00
Anton Watson,SF,BOS,0.00,3000,0.00,0.03,0.00,0.00
