Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Klay Thompson,SG,DAL,27.10,5300,26.37,4.41,9.57,26.48
Nikola Jovic,PF/C,MIA,29.70,5300,26.26,3.83,8.52,26.90
Kyle Kuzma,SF/PF,MIL,35.30,5300,37.10,52.75,9.96,35.85
De'Andre Hunter,SF/PF,CLE,28.80,5200,23.18,1.41,8.08,23.91
Yves Missi,C,NOP,29.20,5200,26.39,1.39,8.73,24.67
Keon Johnson,PG/SG,BKN,32.10,5100,30.01,11.82,9.22,28.64
Josh Okogie,SG/SF,CHA,0.00,5100,0.00,0.05,0.00,0.00
Corey Kispert,SF/PF,WAS,33.80,5100,29.66,4.81,7.61,26.29
Aaron Gordon,PF/C,DEN,27.70,5100,25.79,3.33,9.46,26.00
Clint Capela,C,ATL,0.00,5100,0.00,0.05,0.00,0.00
Carlton Carrington,PG/SG,WAS,34.00,5000,27.74,11.35,6.62,27.83
Harrison Barnes,SF/PF,SAS,22.80,5000,18.72,0.54,7.76,18.29
Jonas Valanciunas,C,SAC,13.20,5000,17.22,0.21,11.03,16.61
Max Christie,SG/SF,DAL,35.70,5000,28.38,3.10,6.40,25.61
Goga Bitadze,C,ORL,21.70,5000,24.77,4.11,11.80,25.19
Aaron Wiggins,SF/PF,OKC,30.50,5000,28.58,10.22,9.14,27.75
Jose Alvarado,PG,NOP,30.00,5000,29.41,11.03,9.24,28.47
Richaun Holmes,C,WAS,28.20,4900,28.21,9.88,9.96,27.96
Nickeil Alexander-Walker,SG/SF,MIN,35.30,4900,26.35,9.91,6.02,26.71
Spencer Dinwiddie,PG/SG,DAL,21.30,4900,18.69,0.72,8.28,19.44
Brandin Podziemski,PG/SG,GSW,29.90,4900,30.74,11.89,10.03,27.71
Noah Clowney,C,BKN,0.00,4800,0.00,0.05,0.00,0.00
Ziaire Williams,SG/SF,BKN,24.30,4800,20.55,1.80,8.21,22.72
Jalen Wilson,SG,BKN,19.70,4800,14.08,0.00,6.37,14.26
Malcolm Brogdon,PG/SG,WAS,19.30,4800,21.74,3.30,11.03,23.06
Mike Conley,PG,MIN,0.00,4800,0.00,0.05,0.00,0.00
Naji Marshall,SF/PF,DAL,29.20,4800,28.21,9.44,9.67,26.63
Terry Rozier,PG/SG,MIA,30.40,4800,27.53,13.11,8.94,27.38
Vit Krejci,SG/SF,ATL,26.80,4800,20.49,0.27,6.97,19.17
Buddy Hield,SG,GSW,24.60,4800,23.83,3.55,9.31,23.81
Moussa Diabate,C,CHA,27.50,4700,26.11,9.81,9.51,26.36
Justin Champagnie,PF,WAS,0.00,4700,0.00,0.05,0.00,0.00
Ty Jerome,PG,CLE,23.90,4700,22.56,5.90,9.84,24.37
Jeremy Sochan,PF/C,SAS,25.30,4600,25.51,10.10,10.28,25.37
Max Strus,SG/SF,CLE,0.00,4600,0.00,0.04,0.00,0.00
Wendell Carter Jr.,C,ORL,23.60,4600,24.06,2.93,10.62,23.32
Day'Ron Sharpe,C,BKN,20.40,4500,23.83,4.75,12.22,23.22
Marcus Smart,SG/SF,WAS,0.00,4500,0.00,0.04,0.00,0.00
Keon Ellis,PG/SG,SAC,22.70,4500,17.84,0.64,7.14,18.97
Caleb Martin,PF,DAL,0.00,4500,0.00,0.04,0.00,0.00
Julian Strawther,SG/SF,DEN,24.10,4500,17.66,0.00,6.78,17.66
Jrue Holiday,PG/SG,BOS,0.00,4500,0.00,0.04,0.00,0.00
Luguentz Dort,SG/SF,OKC,31.20,4500,22.33,2.36,6.08,22.69
Josh Green,SF,CHA,29.00,4400,16.72,0.00,4.85,16.65
Tristan Vukcevic,C,WAS,16.50,4400,19.00,0.41,10.26,17.05
Zaccharie Risacher,SF/PF,ATL,23.80,4400,19.29,0.42,7.83,19.11
Kyshawn George,SF/PF,WAS,33.70,4300,27.87,24.41,6.74,26.47
Saddiq Bey,SF,WAS,0.00,4300,0.00,0.04,0.00,0.00
Luke Kornet,C,BOS,22.60,4300,21.39,0.48,9.46,19.54
Caris LeVert,SG/SF,ATL,17.90,4300,15.29,0.00,7.46,16.12
Anthony Black,PG,ORL,23.60,4300,19.07,0.06,7.91,18.64
Jaylin Williams,C,OKC,15.90,4300,18.10,0.08,9.74,17.14
Keldon Johnson,SF/PF,SAS,18.50,4200,17.77,0.35,8.89,18.07
Dean Wade,C,CLE,0.00,4200,0.00,0.04,0.00,0.00
Zeke Nnaji,PF/C,DEN,17.10,4200,14.05,0.00,6.93,11.12
Duncan Robinson,SG,MIA,21.10,4200,16.04,0.51,6.86,18.73
Georges Niang,PF,ATL,20.80,4200,15.97,0.00,6.86,15.81
Taurean Prince,SF/PF,MIL,31.00,4200,21.36,2.31,5.83,20.92
Jordan Hawkins,SG,NOP,25.20,4200,21.06,8.85,7.98,21.53
Isaiah Joe,SG,OKC,0.00,4200,0.00,0.04,0.00,0.00
Robert Williams,C,POR,0.00,4100,0.00,0.04,0.00,0.00
Alex Caruso,PG/SF,OKC,23.90,4100,21.80,3.74,8.62,20.59
Bruce Brown,PG/SF,NOP,0.00,4100,0.00,0.04,0.00,0.00
Nick Smith Jr.,SG/SF,CHA,30.90,4000,24.42,17.64,7.17,23.68
KJ Simpson,PG,CHA,15.10,4000,13.04,0.00,6.94,12.37
Julian Champagnie,SG/SF,SAS,13.40,4000,10.93,0.33,5.81,12.61
Alex Len,C,WAS,0.00,4000,0.00,0.04,0.00,0.00
Rob Dillingham,PG,MIN,21.00,4000,18.21,1.15,8.32,18.75
Jaime Jaquez Jr.,SG/SF,MIA,0.00,4000,0.00,0.04,0.00,0.00
Larry Nance Jr.,C,ATL,12.00,4000,11.32,0.00,6.57,14.04
Quinten Post,C,GSW,13.00,4000,13.51,1.06,7.68,14.09
Kevin Porter Jr.,PG/SG,MIL,0.00,4000,0.00,0.04,0.00,0.00
Kelly Olynyk,C,NOP,0.00,4000,0.00,0.04,0.00,0.00
Cason Wallace,PG/SG,OKC,0.00,4000,0.00,0.04,0.00,0.00
Jusuf Nurkic,C,CHA,0.00,3900,0.00,0.04,0.00,0.00
Trendon Watford,PF/C,BKN,20.50,3900,20.65,0.26,10.26,17.37
Al Horford,PF/C,BOS,32.50,3900,26.62,18.51,7.15,24.25
Gary Trent Jr.,SG/SF,MIL,23.50,3900,18.66,1.87,7.31,18.62
Karlo Matkovic,PF/C,NOP,24.60,3900,21.60,1.26,8.33,20.90
Kenrich Williams,PF,OKC,16.10,3900,14.14,0.67,7.19,14.84
DaQuan Jeffries,PF,CHA,16.00,3800,11.02,0.00,5.31,9.91
Tosan Evbuomwan,SF/PF,BKN,27.00,3800,20.92,5.73,7.60,20.20
Kentavious Caldwell-Pope,SG,ORL,30.00,3800,18.94,4.38,5.42,19.96
Moses Moody,PG/SF,GSW,27.60,3800,25.36,3.41,8.89,23.09
Kevon Looney,C,GSW,21.40,3800,24.98,0.49,11.82,18.91
Cam Reddish,SG,CHA,0.00,3700,0.00,0.04,0.00,0.00
Charles Bassey,C,SAS,0.00,3700,0.00,0.04,0.00,0.00
Jaylen Clark,SG/SF,MIN,21.70,3700,14.41,0.00,5.99,15.23
Dante Exum,SF,DAL,21.50,3700,18.10,0.85,7.89,17.75
Kyle Anderson,SF/PF,MIA,0.00,3700,0.00,0.04,0.00,0.00
Keaton Wallace,PG,ATL,0.00,3700,0.00,0.04,0.00,0.00
Tyrese Martin,SG,BKN,17.80,3600,13.65,0.00,6.54,14.88
Trayce Jackson-Davis,C,GSW,0.00,3600,0.00,0.03,0.00,0.00
Brandon Boston Jr.,SG/SF,NOP,0.00,3600,0.00,0.03,0.00,0.00
Seth Curry,SG,CHA,15.10,3500,11.54,0.00,5.91,11.07
AJ Johnson,PG,WAS,8.80,3500,8.06,0.00,4.96,6.84
Jaylon Tyson,SG/SF,CLE,17.10,3500,12.46,0.00,6.14,13.18
Jake LaRavia,SF/PF,SAC,11.70,3500,9.87,0.00,5.64,10.45
Donovan Clingan,C,POR,14.60,3500,14.82,1.58,8.22,15.81
Jalen Pickett,PG/SG,DEN,16.80,3500,13.31,0.00,6.51,12.40
Sidy Cissoko,SG,POR,0.00,3500,0.00,0.03,0.00,0.00
Davion Mitchell,PG/SG,MIA,20.30,3500,14.97,0.15,6.61,12.16
Jonathan Isaac,PF/C,ORL,22.20,3500,24.15,5.18,10.93,18.77
Ryan Rollins,PG/SG,MIL,8.70,3500,7.62,0.00,4.74,6.11
Jeremiah Robinson-Earl,PF/C,NOP,16.90,3500,14.77,0.00,7.34,12.09
Ousmane Dieng,PF/C,OKC,0.00,3500,0.00,0.03,0.00,0.00
Trey Lyles,PF/C,SAC,16.00,3400,13.61,0.00,6.91,11.17
Sam Hauser,SF/PF,BOS,28.70,3400,21.77,17.67,6.84,20.96
Neemias Queta,C,BOS,21.00,3400,19.86,0.00,9.38,12.98
Tristan da Silva,SF/PF,ORL,14.80,3400,10.45,0.00,5.35,12.12
Pat Connaughton,SF/PF,MIL,0.00,3400,0.00,0.03,0.00,0.00
Tidjane Salaun,SF/PF,CHA,21.00,3300,17.32,0.88,7.56,15.25
Jaylen Martin,SG/SF,WAS,0.00,3300,0.00,0.03,0.00,0.00
Sam Merrill,SG,CLE,23.00,3300,15.35,1.01,5.99,16.07
Kylor Kelley,C,DAL,9.20,3300,8.27,0.00,5.11,8.27
Kris Murray,SF/PF,POR,0.00,3300,0.00,0.03,0.00,0.00
Terance Mann,PG/SG,ATL,18.00,3300,12.49,0.00,5.83,14.03
Andre Jackson Jr.,SG/SF,MIL,17.40,3300,11.57,0.00,5.34,11.54
Gary Payton II,SG/SF,GSW,12.30,3300,12.02,0.04,6.96,11.88
Javonte Green,SF/PF,NOP,23.10,3300,16.44,2.33,6.34,16.86
Craig Porter Jr.,PG,CLE,10.90,3200,8.06,0.00,4.68,9.04
Olivier-Maxence Prosper,PF,DAL,12.00,3200,11.21,0.00,6.57,10.86
DeAndre Jordan,C,DEN,13.20,3200,13.30,0.00,7.66,12.08
Peyton Watson,SF,DEN,0.00,3200,0.00,0.03,0.00,0.00
Haywood Highsmith,SF/PF,MIA,17.20,3200,10.88,0.00,5.00,11.14
Garrison Mathews,SG/SF,ATL,0.00,3200,0.00,0.03,0.00,0.00
Gary Harris,SG/SF,ORL,13.60,3200,6.92,0.00,3.38,6.71
AJ Green,PG/SG,MIL,24.00,3200,15.91,3.83,5.84,16.55
Gui Santos,SF/PF,GSW,15.10,3200,12.57,0.00,6.44,12.71
Antonio Reeves,PG/SG,NOP,20.60,3200,15.66,0.00,6.74,14.19
Elfrid Payton,PG,CHA,0.00,3100,0.00,0.03,0.00,0.00
Luka Garza,C,MIN,8.00,3100,8.20,0.00,5.63,7.16
Joe Ingles,PF,MIN,12.10,3100,8.02,0.00,4.33,6.02
Kessler Edwards,SF/PF,DAL,13.30,3100,9.35,0.00,4.86,8.99
Chris Livingston,SF,MIL,0.00,3100,0.00,0.03,0.00,0.00
Dillon Jones,PF,OKC,0.00,3100,0.00,0.03,0.00,0.00
Tre Mann,PG,CHA,0.00,3000,0.00,0.03,0.00,0.00
Reece Beekman,PG,BKN,0.00,3000,0.00,0.03,0.00,0.00
Dariq Whitehead,SF/PF,BKN,0.00,3000,0.00,0.03,0.00,0.00
Maxwell Lewis,SF,BKN,0.00,3000,0.00,0.03,0.00,0.00
Bojan Bogdanovic,PF,BKN,0.00,3000,0.00,0.03,0.00,0.00
De'Anthony Melton,PG,BKN,0.00,3000,0.00,0.03,0.00,0.00
Isaiah Wong,PG/SG,CHA,0.00,3000,0.00,0.03,0.00,0.00
Taj Gibson,C,CHA,19.90,3000,16.50,5.92,7.48,16.50
Brandon Miller,SG,CHA,0.00,3000,0.00,0.03,0.00,0.00
Grant Williams,C,CHA,0.00,3000,0.00,0.03,0.00,0.00
Anthony Gill,PF/C,WAS,0.00,3000,0.00,0.03,0.00,0.00
Colby Jones,SF,WAS,0.00,3000,0.00,0.03,0.00,0.00
Blake Wesley,PG,SAS,0.00,3000,0.00,0.03,0.00,0.00
Harrison Ingram,SF/PF,SAS,0.00,3000,0.00,0.03,0.00,0.00
Sandro Mamukelashvili,PF/C,SAS,0.00,3000,0.00,0.03,0.00,0.00
Malaki Branham,SG/SF,SAS,0.00,3000,0.00,0.03,0.00,0.00
David Duke Jr.,SG,SAS,0.00,3000,0.00,0.03,0.00,0.00
Jordan McLaughlin,PG,SAS,0.00,3000,0.00,0.03,0.00,0.00
Riley Minix,PF,SAS,0.00,3000,0.00,0.03,0.00,0.00
Tristan Thompson,C,CLE,0.00,3000,0.00,0.03,0.00,0.00
Emoni Bates,PG/SF,CLE,0.00,3000,0.00,0.03,0.00,0.00
JT Thor,SF/PF,CLE,0.00,3000,0.00,0.03,0.00,0.00
Isaac Okoro,SF/PF,CLE,0.00,3000,0.00,0.03,0.00,0.00
Luke Travers,SF,CLE,0.00,3000,0.00,0.03,0.00,0.00
Tristen Newton,PG,MIN,0.00,3000,0.00,0.03,0.00,0.00
Josh Minott,SG/SF,MIN,0.00,3000,0.00,0.03,0.00,0.00
Leonard Miller,PF/C,MIN,0.00,3000,0.00,0.03,0.00,0.00
Terrence Shannon Jr.,SG/SF,MIN,0.00,3000,0.00,0.03,0.00,0.00
Jesse Edwards,C,MIN,0.00,3000,0.00,0.03,0.00,0.00
Brandon Williams,PG,DAL,0.00,3000,0.00,0.03,0.00,0.00
Jaden Hardy,PG/SG,DAL,0.00,3000,0.00,0.03,0.00,0.00
Dwight Powell,C,DAL,0.00,3000,0.00,0.03,0.00,0.00
Daishen Nix,PG,SAC,0.00,3000,0.00,0.03,0.00,0.00
Isaiah Crawford,PF,SAC,0.00,3000,0.00,0.03,0.00,0.00
Jae Crowder,C,SAC,0.00,3000,0.00,0.03,0.00,0.00
Mason Jones,SG,SAC,0.00,3000,0.00,0.03,0.00,0.00
Isaac Jones,PF/C,SAC,0.00,3000,0.00,0.03,0.00,0.00
Devin Carter,PG/SG,SAC,0.00,3000,0.00,0.03,0.00,0.00
Doug McDermott,SF,SAC,0.00,3000,0.00,0.03,0.00,0.00
Trey Alexander,PG/SG,DEN,0.00,3000,0.00,0.03,0.00,0.00
Hunter Tyson,SF/PF,DEN,0.00,3000,0.00,0.03,0.00,0.00
PJ Hall,PF/C,DEN,0.00,3000,0.00,0.03,0.00,0.00
Dario Saric,PF/C,DEN,0.00,3000,0.00,0.03,0.00,0.00
Spencer Jones,SG/SF,DEN,0.00,3000,0.00,0.03,0.00,0.00
Vlatko Cancar,C,DEN,0.00,3000,0.00,0.03,0.00,0.00
DaRon Holmes II,C,DEN,0.00,3000,0.00,0.03,0.00,0.00
Rayan Rupert,PG/SF,POR,0.00,3000,0.00,0.03,0.00,0.00
Jabari Walker,PF/C,POR,16.30,3000,14.28,0.03,7.49,14.28
Duop Reath,C,POR,0.00,3000,0.00,0.03,0.00,0.00
Dalano Banton,PG/SG,POR,9.60,3000,10.02,0.03,6.52,9.28
Bryce McGowens,SG,POR,0.00,3000,0.00,0.03,0.00,0.00
Justin Minaya,PF,POR,0.00,3000,0.00,0.03,0.00,0.00
Matisse Thybulle,SG,POR,0.00,3000,0.00,0.03,0.00,0.00
Alec Burks,PG,MIA,23.80,3000,18.64,1.39,7.37,14.57
Josh Christopher,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Pelle Larsson,SG/SF,MIA,0.00,3000,0.00,0.03,0.00,0.00
Keshad Johnson,SF,MIA,0.00,3000,0.00,0.03,0.00,0.00
Kevin Love,C,MIA,0.00,3000,0.00,0.03,0.00,0.00
Isaiah Stevens,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Dru Smith,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Baylor Scheierman,SG/SF,BOS,0.00,3000,0.00,0.03,0.00,0.00
Anton Watson,SF,BOS,0.00,3000,0.00,0.03,0.00,0.00
JD Davison,PG,BOS,0.00,3000,0.00,0.03,0.00,0.00
Jordan Walsh,SG/SF,BOS,0.00,3000,0.00,0.03,0.00,0.00
Drew Peterson,SF/PF,BOS,0.00,3000,0.00,0.03,0.00,0.00
Xavier Tillman,PF/C,BOS,0.00,3000,0.00,0.03,0.00,0.00
Torrey Craig,SF/PF,BOS,0.00,3000,0.00,0.03,0.00,0.00
Trevelin Queen,PG/SG,ORL,0.00,3000,0.00,0.03,0.00,0.00
Ethan Thompson,SG,ORL,0.00,3000,0.00,0.03,0.00,0.00
Jett Howard,SF/PF,ORL,0.00,3000,0.00,0.03,0.00,0.00
Caleb Houstan,SF/PF,ORL,0.00,3000,0.00,0.03,0.00,0.00
Cory Joseph,PG,ORL,0.00,3000,0.00,0.03,0.00,0.00
Mac McClung,PG,ORL,0.00,3000,0.00,0.03,0.00,0.00
Moritz Wagner,C,ORL,0.00,3000,0.00,0.03,0.00,0.00
Dominick Barlow,PF/C,ATL,0.00,3000,0.00,0.03,0.00,0.00
Mouhamed Gueye,PF,ATL,23.80,3000,26.58,32.73,11.66,23.18
Daeqwon Plowden,SG,ATL,0.00,3000,0.00,0.03,0.00,0.00
Jalen Johnson,PF/C,ATL,0.00,3000,0.00,0.03,0.00,0.00
Kobe Bufkin,PG,ATL,0.00,3000,0.00,0.03,0.00,0.00
Tyler Smith,SF/PF,MIL,0.00,3000,0.00,0.03,0.00,0.00
Stanley Umude,SG,MIL,0.00,3000,0.00,0.03,0.00,0.00
Jericho Sims,C,MIL,0.00,3000,0.00,0.03,0.00,0.00
Liam Robbins,C,MIL,0.00,3000,0.00,0.03,0.00,0.00
Jackson Rowe,SF/PF,GSW,0.00,3000,0.00,0.03,0.00,0.00
Pat Spencer,PG,GSW,0.00,3000,0.00,0.03,0.00,0.00
Jamal Cain,SG/SF,NOP,10.20,3000,7.93,0.00,4.59,7.60
Branden Carlson,C,OKC,0.00,3000,0.00,0.03,0.00,0.00
Alex Ducas,SG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Adam Flagler,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Ajay Mitchell,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Nikola Topic,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Keion Brooks Jr.,PF,NOP,0.00,3000,0.00,0.03,0.00,0.00
Dejounte Murray,PG,NOP,0.00,3000,0.00,0.03,0.00,0.00
Herbert Jones,C,NOP,0.00,3000,0.00,0.03,0.00,0.00
